"ts_code";"symbol";"name";"area";"industry";"fullname";"enname";"market";"exchange";"curr_type";"list_status";"list_date";"delist_date";"is_hs";"live_year"
"000001.SZ";"000001";"平安银行";"广东";"银行";"平安银行股份有限公司";"Ping An Bank Co., Ltd.";"主板";"SZSE";"CNY";"L";"1991";"";"S";"31"
"000002.SZ";"000002";"万科A";"广东";"全国地产";"万科企业股份有限公司";"China Vanke Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1991";"";"S";"31"
"000004.SZ";"000004";"国华网安";"广东";"软件服务";"深圳国华网安科技股份有限公司";"Shenzhen Guohua Network Security Technology Co., Ltd.";"主板";"SZSE";"CNY";"L";"1991";"";"N";"31"
"000005.SZ";"000005";"ST星源";"广东";"环境保护";"深圳世纪星源股份有限公司";"Shenzhen Fountain Corporation";"主板";"SZSE";"CNY";"L";"1990";"";"N";"32"
"000006.SZ";"000006";"深振业A";"广东";"区域地产";"深圳市振业(集团)股份有限公司";"Shenzhen Zhenye(Group) Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1992";"";"S";"30"
"000007.SZ";"000007";"*ST全新";"广东";"酒店餐饮";"深圳市全新好股份有限公司";"Shenzhen Quanxinhao Co.,Ltd";"主板";"SZSE";"CNY";"L";"1992";"";"N";"30"
"000008.SZ";"000008";"神州高铁";"北京";"运输设备";"神州高铁技术股份有限公司";"China High Speed Railway Technology Co., Ltd.";"主板";"SZSE";"CNY";"L";"1992";"";"S";"30"
"000009.SZ";"000009";"中国宝安";"广东";"电气设备";"中国宝安集团股份有限公司";"China Baoan Group Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1991";"";"S";"31"
"000010.SZ";"000010";"美丽生态";"广东";"建筑工程";"深圳美丽生态股份有限公司";"Shenzhen Ecobeauty Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1995";"";"N";"27"
"000011.SZ";"000011";"深物业A";"广东";"区域地产";"深圳市物业发展(集团)股份有限公司";"Shenzhen Properties & Resources Development (Group) Ltd.";"主板";"SZSE";"CNY";"L";"1992";"";"S";"30"
"000012.SZ";"000012";"南玻A";"广东";"玻璃";"中国南玻集团股份有限公司";"CSG Holding Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1992";"";"S";"30"
"000014.SZ";"000014";"沙河股份";"广东";"全国地产";"沙河实业股份有限公司";"Shahe Industrial Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1992";"";"N";"30"
"000016.SZ";"000016";"深康佳A";"广东";"家用电器";"康佳集团股份有限公司";"Konka Group Co.,Ltd";"主板";"SZSE";"CNY";"L";"1992";"";"S";"30"
"000017.SZ";"000017";"深中华A";"广东";"文教休闲";"深圳中华自行车(集团)股份有限公司";"Shenzhen China Bicycle Company (Holdings) Limited";"主板";"SZSE";"CNY";"L";"1992";"";"N";"30"
"000019.SZ";"000019";"深粮控股";"广东";"其他商业";"深圳市深粮控股股份有限公司";"Shenzhen Cereals Holdings Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1992";"";"S";"30"
"000020.SZ";"000020";"深华发A";"广东";"元器件";"深圳中恒华发股份有限公司";"Shenzhen Zhongheng Huafa Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1992";"";"N";"30"
"000021.SZ";"000021";"深科技";"广东";"IT设备";"深圳长城开发科技股份有限公司";"Shenzhen Kaifa Technology Co., Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"S";"28"
"000023.SZ";"000023";"深天地A";"广东";"水泥";"深圳市天地(集团)股份有限公司";"Shenzhen Universe (Group) Co.,Ltd";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000025.SZ";"000025";"特力A";"广东";"汽车服务";"深圳市特力(集团)股份有限公司";"Shenzhen Tellus Holding Co.,Ltd";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000026.SZ";"000026";"飞亚达";"广东";"其他商业";"飞亚达精密科技股份有限公司";"Fiyta Precision Technology Co., Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000027.SZ";"000027";"深圳能源";"广东";"火力发电";"深圳能源集团股份有限公司";"Shenzhen Energy Group Co., Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"S";"29"
"000028.SZ";"000028";"国药一致";"广东";"医药商业";"国药集团一致药业股份有限公司";"China National Accord Medicines Corporation Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"S";"29"
"000029.SZ";"000029";"深深房A";"广东";"区域地产";"深圳经济特区房地产(集团)股份有限公司";"Shenzhen Special Economic Zone Real Estate&Properties (Group).Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000030.SZ";"000030";"富奥股份";"吉林";"汽车配件";"富奥汽车零部件股份有限公司";"Fawer Automotive Parts Limited Company";"主板";"SZSE";"CNY";"L";"1993";"";"S";"29"
"000031.SZ";"000031";"大悦城";"广东";"全国地产";"大悦城控股集团股份有限公司";"Grandjoy Holdings Group Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"S";"29"
"000032.SZ";"000032";"深桑达A";"广东";"元器件";"深圳市桑达实业股份有限公司";"Shenzhen Sed Industry Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"S";"29"
"000034.SZ";"000034";"神州数码";"广东";"综合类";"神州数码集团股份有限公司";"Digital China Group Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"S";"28"
"000035.SZ";"000035";"中国天楹";"江苏";"环境保护";"中国天楹股份有限公司";"China Tianying Inc.";"主板";"SZSE";"CNY";"L";"1994";"";"S";"28"
"000036.SZ";"000036";"华联控股";"广东";"全国地产";"华联控股股份有限公司";"China Union Holdings Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000037.SZ";"000037";"深南电A";"广东";"火力发电";"深圳南山热电股份有限公司";"Shenzhen Nanshan Power Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000038.SZ";"000038";"深大通";"广东";"综合类";"深圳大通实业股份有限公司";"Shenzhen Capstone Industrial Co., Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000039.SZ";"000039";"中集集团";"广东";"轻工机械";"中国国际海运集装箱(集团)股份有限公司";"China International Marine Containers (Group) Co., Ltd";"主板";"SZSE";"CNY";"L";"1994";"";"S";"28"
"000040.SZ";"000040";"东旭蓝天";"广东";"新型电力";"东旭蓝天新能源股份有限公司";"Tunghsu Azure Renewable Energy Co., Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000042.SZ";"000042";"中洲控股";"广东";"全国地产";"深圳市中洲投资控股股份有限公司";"Shenzhen Centralcon Investment Holding Co., Ltd";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000045.SZ";"000045";"深纺织A";"广东";"元器件";"深圳市纺织(集团)股份有限公司";"Shenzhen Textile (Holdings) Co.,Ltd";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000046.SZ";"000046";"泛海控股";"北京";"多元金融";"泛海控股股份有限公司";"Oceanwide Holdings Co., Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"S";"28"
"000048.SZ";"000048";"京基智农";"广东";"饲料";"深圳市京基智农时代股份有限公司";"Shenzhen Kingkey Smart Agriculture Times Co.,Ltd";"主板";"SZSE";"CNY";"L";"1994";"";"S";"28"
"000049.SZ";"000049";"德赛电池";"广东";"电气设备";"深圳市德赛电池科技股份有限公司";"Shenzhen Desay Battery Technology Co., Ltd.";"主板";"SZSE";"CNY";"L";"1995";"";"S";"27"
"000050.SZ";"000050";"深天马A";"广东";"元器件";"天马微电子股份有限公司";"Tianma Microelectronics Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1995";"";"S";"27"
"000055.SZ";"000055";"方大集团";"广东";"其他建材";"方大集团股份有限公司";"China Fangda Group Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000056.SZ";"000056";"皇庭国际";"广东";"房产服务";"深圳市皇庭国际企业股份有限公司";"Shenzhen Wongtee International Enterprise Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000058.SZ";"000058";"深赛格";"广东";"商品城";"深圳赛格股份有限公司";"Shenzhen Seg Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000059.SZ";"000059";"华锦股份";"辽宁";"石油加工";"北方华锦化学工业股份有限公司";"North Huajin Chemical Industries Co.,Ltd";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000060.SZ";"000060";"中金岭南";"广东";"铅锌";"深圳市中金岭南有色金属股份有限公司";"Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000061.SZ";"000061";"农产品";"广东";"农业综合";"深圳市农产品集团股份有限公司";"Shenzhen Agricultural Products Group Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000062.SZ";"000062";"深圳华强";"广东";"批发业";"深圳华强实业股份有限公司";"Shenzhen Huaqiang Industry Co.,Ltd";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000063.SZ";"000063";"中兴通讯";"广东";"通信设备";"中兴通讯股份有限公司";"ZTE Corporation";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000065.SZ";"000065";"北方国际";"北京";"建筑工程";"北方国际合作股份有限公司";"Norinco International Cooperation Ltd.";"主板";"SZSE";"CNY";"L";"1998";"";"N";"24"
"000066.SZ";"000066";"中国长城";"广东";"IT设备";"中国长城科技集团股份有限公司";"China Greatwall Technology Group Co., Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000068.SZ";"000068";"华控赛格";"广东";"环境保护";"深圳华控赛格股份有限公司";"Shenzhen Huakong Seg Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"N";"25"
"000069.SZ";"000069";"华侨城A";"广东";"旅游景点";"深圳华侨城股份有限公司";"Shenzhen Overseas Chinese Town Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000070.SZ";"000070";"特发信息";"广东";"通信设备";"深圳市特发信息股份有限公司";"Shenzhen SDG Information Co., Ltd.";"主板";"SZSE";"CNY";"L";"2000";"";"S";"22"
"000078.SZ";"000078";"海王生物";"广东";"医药商业";"深圳市海王生物工程股份有限公司";"Shenzhen Neptunus Bioengineering Co.,Ltd";"主板";"SZSE";"CNY";"L";"1998";"";"S";"24"
"000088.SZ";"000088";"盐田港";"广东";"港口";"深圳市盐田港股份有限公司";"Shenzhen Yan Tian Port Holdings Co.,Ltd";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000089.SZ";"000089";"深圳机场";"广东";"机场";"深圳市机场股份有限公司";"Shenzhen Airport Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1998";"";"S";"24"
"000090.SZ";"000090";"天健集团";"广东";"建筑工程";"深圳市天健(集团)股份有限公司";"Shenzhen Tagen Group Co., Ltd.";"主板";"SZSE";"CNY";"L";"1999";"";"S";"23"
"000096.SZ";"000096";"广聚能源";"广东";"石油贸易";"深圳市广聚能源股份有限公司";"Shenzhen Guangju Energy Co.,Ltd.";"主板";"SZSE";"CNY";"L";"2000";"";"N";"22"
"000099.SZ";"000099";"中信海直";"广东";"机场";"中信海洋直升机股份有限公司";"Citic Offshore Helicopter Co., Ltd.";"主板";"SZSE";"CNY";"L";"2000";"";"N";"22"
"000100.SZ";"000100";"TCL科技";"广东";"元器件";"TCL科技集团股份有限公司";"TCL Technology Group Corporation";"主板";"SZSE";"CNY";"L";"2004";"";"S";"18"
"000150.SZ";"000150";"宜华健康";"广东";"生物制药";"宜华健康医疗股份有限公司";"Yihua Healthcare Co.,Ltd.";"主板";"SZSE";"CNY";"L";"2000";"";"N";"22"
"000151.SZ";"000151";"中成股份";"北京";"商贸代理";"中成进出口股份有限公司";"China National Complete Plant Import & Export Corporation Limited";"主板";"SZSE";"CNY";"L";"2000";"";"N";"22"
"000153.SZ";"000153";"丰原药业";"安徽";"化学制药";"安徽丰原药业股份有限公司";"Anhui Fengyuan Pharmaceutical Co., Ltd.";"主板";"SZSE";"CNY";"L";"2000";"";"N";"22"
"000155.SZ";"000155";"川能动力";"四川";"新型电力";"四川省新能源动力股份有限公司";"Sichuan New Energypower Company Limited";"主板";"SZSE";"CNY";"L";"2000";"";"S";"22"
"000156.SZ";"000156";"华数传媒";"浙江";"影视音像";"华数传媒控股股份有限公司";"Wasu Media Holding Co.,Ltd";"主板";"SZSE";"CNY";"L";"2000";"";"S";"22"
"000157.SZ";"000157";"中联重科";"湖南";"工程机械";"中联重科股份有限公司";"Zoomlion Heavy Industry Science and Technology Co., Ltd.";"主板";"SZSE";"CNY";"L";"2000";"";"S";"22"
"000158.SZ";"000158";"常山北明";"河北";"软件服务";"石家庄常山北明科技股份有限公司";"Shijiazhuang Changshan Beiming Technology Co., Ltd";"主板";"SZSE";"CNY";"L";"2000";"";"S";"22"
"000159.SZ";"000159";"国际实业";"新疆";"石油贸易";"新疆国际实业股份有限公司";"Xinjiang International Industry Co.,Ltd";"主板";"SZSE";"CNY";"L";"2000";"";"N";"22"
"000166.SZ";"000166";"申万宏源";"新疆";"证券";"申万宏源集团股份有限公司";"Shenwan Hongyuan Group Co.,Ltd.";"主板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"000301.SZ";"000301";"东方盛虹";"江苏";"化纤";"江苏东方盛虹股份有限公司";"Jiangsu Eastern Shenghong Co.,Ltd.";"主板";"SZSE";"CNY";"L";"2000";"";"S";"22"
"000333.SZ";"000333";"美的集团";"广东";"家用电器";"美的集团股份有限公司";"Midea Group Co.,Ltd.";"主板";"SZSE";"CNY";"L";"2013";"";"S";"9"
"000338.SZ";"000338";"潍柴动力";"山东";"汽车配件";"潍柴动力股份有限公司";"Weichai Power Co.,Ltd.";"主板";"SZSE";"CNY";"L";"2007";"";"S";"15"
"000400.SZ";"000400";"许继电气";"河南";"电气设备";"许继电气股份有限公司";"Xuji Electric Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000401.SZ";"000401";"冀东水泥";"河北";"水泥";"唐山冀东水泥股份有限公司";"Tangshan Jidong Cement Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000402.SZ";"000402";"金融街";"北京";"全国地产";"金融街控股股份有限公司";"Financial Street Holdings Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000403.SZ";"000403";"派林生物";"山西";"生物制药";"派斯双林生物制药股份有限公司";"Pacific Shuanglin Bio-pharmacy Co., LTD";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000404.SZ";"000404";"长虹华意";"江西";"家用电器";"长虹华意压缩机股份有限公司";"Changhong Huayi Compressor Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000407.SZ";"000407";"胜利股份";"山东";"供气供热";"山东胜利股份有限公司";"Shandong Shengli Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000408.SZ";"000408";"藏格矿业";"青海";"农药化肥";"藏格矿业股份有限公司";"Zangge Mining Company Limited";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000409.SZ";"000409";"云鼎科技";"山东";"软件服务";"云鼎科技股份有限公司";"Yunding Technology Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000410.SZ";"000410";"ST沈机";"辽宁";"机床制造";"沈阳机床股份有限公司";"Shenyang Machine Tool Co.,Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000411.SZ";"000411";"英特集团";"浙江";"医药商业";"浙江英特集团股份有限公司";"Zhejiang Int'l Group Co.,Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000413.SZ";"000413";"东旭光电";"河北";"元器件";"东旭光电科技股份有限公司";"Tunghsu Optoelectronic Technology Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000415.SZ";"000415";"渤海租赁";"新疆";"多元金融";"渤海租赁股份有限公司";"Bohai Leasing Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000416.SZ";"000416";"民生控股";"山东";"多元金融";"民生控股股份有限公司";"Minsheng Holdings Co.,Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000417.SZ";"000417";"合肥百货";"安徽";"百货";"合肥百货大楼集团股份有限公司";"Hefei Department Store Group Co.,Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000419.SZ";"000419";"通程控股";"湖南";"百货";"长沙通程控股股份有限公司";"Changsha Tongcheng Holdings Co.,Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000420.SZ";"000420";"吉林化纤";"吉林";"化纤";"吉林化纤股份有限公司";"Jilin Chemical Fibre Stock Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000421.SZ";"000421";"南京公用";"江苏";"供气供热";"南京公用发展股份有限公司";"NanJing Public Utilities Development Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000422.SZ";"000422";"湖北宜化";"湖北";"农药化肥";"湖北宜化化工股份有限公司";"Hubei Yihua Chemical Industry Co.,Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000423.SZ";"000423";"东阿阿胶";"山东";"中成药";"东阿阿胶股份有限公司";"Dong-E-E-Jiao Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000425.SZ";"000425";"徐工机械";"江苏";"工程机械";"徐工集团工程机械股份有限公司";"XCMG Construction Machinery Co., Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000426.SZ";"000426";"兴业矿业";"内蒙";"铅锌";"内蒙古兴业矿业股份有限公司";"Inner Mongolia Xingye Mining Co.,Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"S";"26"
"000428.SZ";"000428";"华天酒店";"湖南";"酒店餐饮";"华天酒店集团股份有限公司";"Huatian Hotel Group Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000429.SZ";"000429";"粤高速A";"广东";"路桥";"广东省高速公路发展股份有限公司";"Guangdong Provincial Expressway Development Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1998";"";"S";"24"
"000430.SZ";"000430";"张家界";"湖南";"旅游景点";"张家界旅游集团股份有限公司";"Zhang Jia Jie Tourism Group Co., Ltd";"主板";"SZSE";"CNY";"L";"1996";"";"N";"26"
"000488.SZ";"000488";"晨鸣纸业";"山东";"造纸";"山东晨鸣纸业集团股份有限公司";"Shandong Chenming Paper Holdings Limited";"主板";"SZSE";"CNY";"L";"2000";"";"S";"22"
"000498.SZ";"000498";"山东路桥";"山东";"建筑工程";"山东高速路桥集团股份有限公司";"Shandong Hi-Speed Road&Bridge Group Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1997";"";"S";"25"
"000501.SZ";"000501";"鄂武商A";"湖北";"百货";"武汉武商集团股份有限公司";"Wuhan Department Store Group Co., Ltd.";"主板";"SZSE";"CNY";"L";"1992";"";"S";"30"
"000502.SZ";"000502";"*ST绿景";"广东";"综合类";"绿景控股股份有限公司";"Lvjing Holding Co., Ltd.";"主板";"SZSE";"CNY";"L";"1992";"";"N";"30"
"000503.SZ";"000503";"国新健康";"海南";"软件服务";"国新健康保障服务集团股份有限公司";"China Reform Health Management and Services Group Co., Ltd.";"主板";"SZSE";"CNY";"L";"1992";"";"N";"30"
"000504.SZ";"000504";"南华生物";"湖南";"生物制药";"南华生物医药股份有限公司";"Nanhua Bio-Medicine Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1992";"";"N";"30"
"000505.SZ";"000505";"京粮控股";"海南";"食品";"海南京粮控股股份有限公司";"Hainan Jingliang Holdings Co., Ltd.";"主板";"SZSE";"CNY";"L";"1992";"";"N";"30"
"000506.SZ";"000506";"中润资源";"山东";"黄金";"中润资源投资股份有限公司";"Zhongrun Resources Investment Corporation";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000507.SZ";"000507";"珠海港";"广东";"港口";"珠海港股份有限公司";"Zhuhai Port Co., Ltd";"主板";"SZSE";"CNY";"L";"1993";"";"S";"29"
"000509.SZ";"000509";"*ST华塑";"四川";"医疗保健";"华塑控股股份有限公司";"Huasu Holdings Co.,Ltd";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000510.SZ";"000510";"新金路";"四川";"化工原料";"四川新金路集团股份有限公司";"Sichuan Xinjinlu Group Co.,Ltd";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000513.SZ";"000513";"丽珠集团";"广东";"化学制药";"丽珠医药集团股份有限公司";"Livzon Pharmaceutical Group Inc.";"主板";"SZSE";"CNY";"L";"1993";"";"S";"29"
"000514.SZ";"000514";"渝开发";"重庆";"区域地产";"重庆渝开发股份有限公司";"Chongqing Yukaifa Co.,Ltd";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000516.SZ";"000516";"ST国医";"陕西";"医疗保健";"西安国际医学投资股份有限公司";"Xi'An International Medical Investment Company Limited";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000517.SZ";"000517";"荣安地产";"浙江";"区域地产";"荣安地产股份有限公司";"Rongan Property Co., Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000518.SZ";"000518";"四环生物";"江苏";"生物制药";"江苏四环生物股份有限公司";"Jiangsu Sihuan Bioengineering Co.,Ltd";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000519.SZ";"000519";"中兵红箭";"湖南";"专用机械";"中兵红箭股份有限公司";"North Industries Group Red Arrow Co., Ltd";"主板";"SZSE";"CNY";"L";"1993";"";"S";"29"
"000520.SZ";"000520";"长航凤凰";"湖北";"水运";"长航凤凰股份有限公司";"Chang Jiang Shipping Group Phoenix Co.,Ltd";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000521.SZ";"000521";"长虹美菱";"安徽";"家用电器";"长虹美菱股份有限公司";"Changhong Meiling CO.,LTD.";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000523.SZ";"000523";"*ST浪奇";"广东";"日用化工";"广州市浪奇实业股份有限公司";"Lonkey Industrial Co.,Ltd.Guangzhou";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000524.SZ";"000524";"岭南控股";"广东";"酒店餐饮";"广州岭南集团控股股份有限公司";"Guangzhou Lingnan Group Holdings Company Limited";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000525.SZ";"000525";"ST红太阳";"江苏";"农药化肥";"南京红太阳股份有限公司";"Nanjing Red Sun Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000526.SZ";"000526";"学大教育";"福建";"文教休闲";"学大(厦门)教育科技集团股份有限公司";"Xueda (Xiamen) Education Technology Group Co., Ltd";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000528.SZ";"000528";"柳工";"广西";"工程机械";"广西柳工机械股份有限公司";"Guangxi Liugong Machinery Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"S";"29"
"000529.SZ";"000529";"广弘控股";"广东";"出版业";"广东广弘控股股份有限公司";"Guangdong Guanghong Holdings Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000530.SZ";"000530";"冰山冷热";"辽宁";"机械基件";"冰山冷热科技股份有限公司";"Bingshan Refrigeration & Heat Transfer Technologies Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000531.SZ";"000531";"穗恒运A";"广东";"火力发电";"广州恒运企业集团股份有限公司";"Guangzhou Hengyun Enterprises Holding Ltd";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000532.SZ";"000532";"华金资本";"广东";"多元金融";"珠海华金资本股份有限公司";"Zhuhai Huajin Capital Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000533.SZ";"000533";"顺钠股份";"广东";"电气设备";"广东顺钠电气股份有限公司";"Guangdong Shunna Electric Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000534.SZ";"000534";"万泽股份";"广东";"生物制药";"万泽实业股份有限公司";"Wedge Industrial Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000536.SZ";"000536";"华映科技";"福建";"元器件";"华映科技(集团)股份有限公司";"Cpt Technology (Group) Co., Ltd";"主板";"SZSE";"CNY";"L";"1993";"";"S";"29"
"000537.SZ";"000537";"广宇发展";"天津";"区域地产";"天津广宇发展股份有限公司";"Tianjin Guangyu Development Co., Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"S";"29"
"000538.SZ";"000538";"云南白药";"云南";"中成药";"云南白药集团股份有限公司";"Yunnan Baiyao Group Co., Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"S";"29"
"000539.SZ";"000539";"粤电力A";"广东";"火力发电";"广东电力发展股份有限公司";"Guangdong Electric Power Development Co.,Ltd";"主板";"SZSE";"CNY";"L";"1993";"";"S";"29"
"000540.SZ";"000540";"中天金融";"贵州";"多元金融";"中天金融集团股份有限公司";"Zhongtian Financial Group Company Limited";"主板";"SZSE";"CNY";"L";"1994";"";"S";"28"
"000541.SZ";"000541";"佛山照明";"广东";"家用电器";"佛山电器照明股份有限公司";"Foshan Electrical and Lighting Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000543.SZ";"000543";"皖能电力";"安徽";"火力发电";"安徽省皖能股份有限公司";"An Hui Wenergy Company Limited";"主板";"SZSE";"CNY";"L";"1993";"";"S";"29"
"000544.SZ";"000544";"中原环保";"河南";"环境保护";"中原环保股份有限公司";"Central Plains Environment Protection Co.,Ltd";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000545.SZ";"000545";"金浦钛业";"吉林";"化工原料";"金浦钛业股份有限公司";"Gpro Titanium Industry Co.,Ltd";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000546.SZ";"000546";"金圆股份";"吉林";"环境保护";"金圆环保股份有限公司";"Jinyuan Ep Co.,Ltd";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000547.SZ";"000547";"航天发展";"福建";"通信设备";"航天工业发展股份有限公司";"Addsino Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"S";"29"
"000548.SZ";"000548";"湖南投资";"湖南";"路桥";"湖南投资集团股份有限公司";"Hunan Investment Group Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
"000550.SZ";"000550";"江铃汽车";"江西";"汽车整车";"江铃汽车股份有限公司";"Jiangling Motors Corporation, Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"S";"29"
"000551.SZ";"000551";"创元科技";"江苏";"专用机械";"创元科技股份有限公司";"Create Technology & Science Co., Ltd.";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000552.SZ";"000552";"靖远煤电";"甘肃";"煤炭开采";"甘肃靖远煤电股份有限公司";"Gansu Jingyuan Coal Industry and Electricity Power Co.,Ltd";"主板";"SZSE";"CNY";"L";"1994";"";"N";"28"
"000553.SZ";"000553";"安道麦A";"湖北";"农药化肥";"安道麦股份有限公司";"ADAMA Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"S";"29"
"000554.SZ";"000554";"泰山石油";"山东";"石油贸易";"中国石化山东泰山石油股份有限公司";"Sinopec Shandong Taishan Pectroleum Co.,Ltd.";"主板";"SZSE";"CNY";"L";"1993";"";"N";"29"
