"ts_code";"symbol";"name";"area";"industry";"fullname";"enname";"market";"exchange";"curr_type";"list_status";"list_date";"delist_date";"is_hs";"live_year"
"300334.SZ";"300334";"津膜科技";"天津";"水务";"天津膜天膜科技股份有限公司";"Tianjin Motimo Membrane Technology Co.,Ltd";"创业板";"SZSE";"CNY";"L";"2012";"";"N";"10"
"300335.SZ";"300335";"迪森股份";"广东";"供气供热";"广州迪森热能技术股份有限公司";"Guangzhou Devotion Thermal Technology Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2012";"";"N";"10"
"300336.SZ";"300336";"新文化";"上海";"影视音像";"上海新文化传媒集团股份有限公司";"Shanghai New Culture Media Group Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2012";"";"N";"10"
"300337.SZ";"300337";"银邦股份";"江苏";"铝";"银邦金属复合材料股份有限公司";"Yinbang Clad Material Co.,Ltd";"创业板";"SZSE";"CNY";"L";"2012";"";"N";"10"
"300338.SZ";"300338";"开元教育";"湖南";"文教休闲";"开元教育科技集团股份有限公司";"Kaiyuan Education Technology Group Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2012";"";"N";"10"
"300339.SZ";"300339";"润和软件";"江苏";"软件服务";"江苏润和软件股份有限公司";"Jiangsu Hoperun Software Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2012";"";"S";"10"
"300340.SZ";"300340";"科恒股份";"广东";"电气设备";"江门市科恒实业股份有限公司";"Jiangmen Kanhoo Industry Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2012";"";"N";"10"
"300341.SZ";"300341";"麦克奥迪";"福建";"电气设备";"麦克奥迪(厦门)电气股份有限公司";"Motic (Xiamen) Electric Group Co.,Ltd";"创业板";"SZSE";"CNY";"L";"2012";"";"N";"10"
"300342.SZ";"300342";"天银机电";"江苏";"家用电器";"常熟市天银机电股份有限公司";"Changshu Tianyin Electromechanical Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2012";"";"N";"10"
"300343.SZ";"300343";"联创股份";"山东";"化工原料";"山东联创产业发展集团股份有限公司";"Lecron Industrial Development Group Co. Ltd";"创业板";"SZSE";"CNY";"L";"2012";"";"N";"10"
"300344.SZ";"300344";"立方数科";"北京";"软件服务";"立方数科股份有限公司";"Cubic Digital Technology Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2012";"";"N";"10"
"300345.SZ";"300345";"华民股份";"湖南";"机械基件";"湖南华民控股集团股份有限公司";"Hunan Huamin Holdings Co.,Ltd";"创业板";"SZSE";"CNY";"L";"2012";"";"N";"10"
"300346.SZ";"300346";"南大光电";"江苏";"元器件";"江苏南大光电材料股份有限公司";"Jiangsu Nata Opto-Electronic Material Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2012";"";"S";"10"
"300347.SZ";"300347";"泰格医药";"浙江";"医疗保健";"杭州泰格医药科技股份有限公司";"Hangzhou Tigermed Consulting Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2012";"";"S";"10"
"300348.SZ";"300348";"长亮科技";"广东";"软件服务";"深圳市长亮科技股份有限公司";"Shenzhen Sunline Tech Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2012";"";"S";"10"
"300349.SZ";"300349";"金卡智能";"浙江";"电器仪表";"金卡智能集团股份有限公司";"Goldcard Smart Group Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2012";"";"N";"10"
"300350.SZ";"300350";"华鹏飞";"广东";"仓储物流";"华鹏飞股份有限公司";"Hpf Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2012";"";"N";"10"
"300351.SZ";"300351";"永贵电器";"浙江";"运输设备";"浙江永贵电器股份有限公司";"Zhejiang Yonggui Electric Equipment Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2012";"";"N";"10"
"300352.SZ";"300352";"北信源";"北京";"软件服务";"北京北信源软件股份有限公司";"Beijing Vrv Software Corporation Limited.";"创业板";"SZSE";"CNY";"L";"2012";"";"S";"10"
"300353.SZ";"300353";"东土科技";"北京";"通信设备";"北京东土科技股份有限公司";"Kyland Technology Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2012";"";"N";"10"
"300354.SZ";"300354";"东华测试";"江苏";"电器仪表";"江苏东华测试技术股份有限公司";"DongHua Testing Technology Co. , Ltd.";"创业板";"SZSE";"CNY";"L";"2012";"";"N";"10"
"300355.SZ";"300355";"蒙草生态";"内蒙";"环境保护";"蒙草生态环境(集团)股份有限公司";"M-Grass Ecology And Environment (Group) Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2012";"";"S";"10"
"300356.SZ";"300356";"ST光一";"江苏";"电气设备";"光一科技股份有限公司";"Elefirst Science & Technology Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2012";"";"N";"10"
"300357.SZ";"300357";"我武生物";"浙江";"生物制药";"浙江我武生物科技股份有限公司";"Zhejiang Wolwo Bio-Pharmaceutical Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300358.SZ";"300358";"楚天科技";"湖南";"医疗保健";"楚天科技股份有限公司";"Truking Technology Limited";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300359.SZ";"300359";"全通教育";"广东";"文教休闲";"全通教育集团(广东)股份有限公司";"Qtone Education Group (Guangdong ) Co.,Ltd";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300360.SZ";"300360";"炬华科技";"浙江";"电器仪表";"杭州炬华科技股份有限公司";"Hangzhou Sunrise Technology Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300363.SZ";"300363";"博腾股份";"重庆";"化学制药";"重庆博腾制药科技股份有限公司";"Porton Pharma Solutions Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300364.SZ";"300364";"中文在线";"北京";"出版业";"中文在线数字出版集团股份有限公司";"COL Digital Publishing Group Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300365.SZ";"300365";"恒华科技";"北京";"软件服务";"北京恒华伟业科技股份有限公司";"Beijing Forever Technology Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300366.SZ";"300366";"创意信息";"四川";"软件服务";"创意信息技术股份有限公司";"Troy Information Technology Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300367.SZ";"300367";"ST网力";"北京";"IT设备";"东方网力科技股份有限公司";"Netposa Technologies.,Ltd";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300368.SZ";"300368";"汇金股份";"河北";"IT设备";"河北汇金集团股份有限公司";"Hebei Huijin Group Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300369.SZ";"300369";"绿盟科技";"北京";"软件服务";"绿盟科技集团股份有限公司";"NSFOCUS Technologies Group Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300370.SZ";"300370";"ST安控";"四川";"电器仪表";"四川安控科技股份有限公司";"Sichuan Etrol Technologies Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300371.SZ";"300371";"汇中股份";"河北";"电器仪表";"汇中仪表股份有限公司";"Huizhong Instrumentation Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300373.SZ";"300373";"扬杰科技";"江苏";"半导体";"扬州扬杰电子科技股份有限公司";"Yangzhou Yangjie Electronic Technology Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300374.SZ";"300374";"中铁装配";"北京";"其他建材";"中铁装配式建筑股份有限公司";"China Railway Prefabricated Construction Co., Ltd";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300375.SZ";"300375";"鹏翎股份";"天津";"汽车配件";"天津鹏翎集团股份有限公司";"Tianjin Pengling Group Co., Ltd";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300376.SZ";"300376";"易事特";"广东";"电气设备";"易事特集团股份有限公司";"East Group Co.,Ltd";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300377.SZ";"300377";"赢时胜";"广东";"软件服务";"深圳市赢时胜信息技术股份有限公司";"Shenzhen Ysstech Info-Tech Co.,Ltd";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300378.SZ";"300378";"鼎捷软件";"上海";"软件服务";"鼎捷软件股份有限公司";"Digiwin Software Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300379.SZ";"300379";"东方通";"北京";"软件服务";"北京东方通科技股份有限公司";"Beijing Tongtech Co,. Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300380.SZ";"300380";"安硕信息";"上海";"软件服务";"上海安硕信息技术股份有限公司";"Shanghai Amarsoft Information & Technology Co.,Ltd";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300381.SZ";"300381";"溢多利";"广东";"化学制药";"广东溢多利生物科技股份有限公司";"Guangdong VTR Bio-Tech Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300382.SZ";"300382";"斯莱克";"江苏";"专用机械";"苏州斯莱克精密设备股份有限公司";"Suzhou SLAC Precision Equipment Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300383.SZ";"300383";"光环新网";"北京";"电信运营";"北京光环新网科技股份有限公司";"Beijing Sinnet Technology Co., Ltd";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300384.SZ";"300384";"三联虹普";"北京";"建筑工程";"北京三联虹普新合纤技术服务股份有限公司";"Beijing Sanlian Hope Shin-Gosen Technical Service Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300385.SZ";"300385";"雪浪环境";"江苏";"环境保护";"无锡雪浪环境科技股份有限公司";"Wuxi Xuelang Environmental Technology Co.,Ltd";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300386.SZ";"300386";"飞天诚信";"北京";"软件服务";"飞天诚信科技股份有限公司";"Feitian Technologies Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300387.SZ";"300387";"富邦股份";"湖北";"化工原料";"湖北富邦科技股份有限公司";"Hubei Forbon Technology Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300388.SZ";"300388";"节能国祯";"安徽";"环境保护";"中节能国祯环保科技股份有限公司";"CECEP Guozhen Environmental Protection Technology Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300389.SZ";"300389";"艾比森";"广东";"半导体";"深圳市艾比森光电股份有限公司";"Shenzhen Absen Optoelectronic Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300390.SZ";"300390";"天华超净";"江苏";"电气设备";"苏州天华超净科技股份有限公司";"Suzhou Ta&A Ultra Clean Technology Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300391.SZ";"300391";"康跃科技";"山东";"机械基件";"康跃科技股份有限公司";"Kangyue Technology Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300392.SZ";"300392";"腾信股份";"北京";"互联网";"北京腾信创新网络营销技术股份有限公司";"Beijing Tensyn Digital Marketing Technology Joint Stock Company";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300393.SZ";"300393";"中来股份";"江苏";"塑料";"苏州中来光伏新材股份有限公司";"Jolywood (Suzhou) Sunwatt Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300394.SZ";"300394";"天孚通信";"江苏";"通信设备";"苏州天孚光通信股份有限公司";"Suzhou Tfc Optical Communication Co., Ltd";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300395.SZ";"300395";"菲利华";"湖北";"玻璃";"湖北菲利华石英玻璃股份有限公司";"Hubei Feilihua Quartz Glass Co.,Ltd";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300396.SZ";"300396";"迪瑞医疗";"吉林";"医疗保健";"迪瑞医疗科技股份有限公司";"Dirui Industrial Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300397.SZ";"300397";"天和防务";"陕西";"通信设备";"西安天和防务技术股份有限公司";"Xi'an Tianhe Defense Technology Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300398.SZ";"300398";"飞凯材料";"上海";"染料涂料";"上海飞凯材料科技股份有限公司";"Phichem Corporation";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300399.SZ";"300399";"天利科技";"江西";"互联网";"江西天利科技股份有限公司";"Jiangxi Tianli Technology, INC.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300400.SZ";"300400";"劲拓股份";"广东";"专用机械";"深圳市劲拓自动化设备股份有限公司";"Shenzhen Jt Automation Equipment Co.,Ltd";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300401.SZ";"300401";"花园生物";"浙江";"食品";"浙江花园生物高科股份有限公司";"Zhejiang Garden Bio-Chemical High-Tech Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300402.SZ";"300402";"宝色股份";"江苏";"专用机械";"南京宝色股份公司";"Nanjin Baose Co., Ltd";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300403.SZ";"300403";"汉宇集团";"广东";"家用电器";"汉宇集团股份有限公司";"Hanyu Group Joint-Stock Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300404.SZ";"300404";"博济医药";"广东";"医疗保健";"博济医药科技股份有限公司";"Boji Medical Technology Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300405.SZ";"300405";"科隆股份";"辽宁";"化工原料";"辽宁科隆精细化工股份有限公司";"Liaoning Kelong Fine Chemical,Inc.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300406.SZ";"300406";"九强生物";"北京";"医疗保健";"北京九强生物技术股份有限公司";"Beijing Strong Biotechnologies, Inc.";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300407.SZ";"300407";"凯发电气";"天津";"电气设备";"天津凯发电气股份有限公司";"Tianjin Keyvia Electric Co., Ltd";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300408.SZ";"300408";"三环集团";"广东";"元器件";"潮州三环(集团)股份有限公司";"Chaozhou Three-Circle (Group) Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300409.SZ";"300409";"道氏技术";"广东";"陶瓷";"广东道氏技术股份有限公司";"Guangdong Dowstone Technology Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"S";"8"
"300410.SZ";"300410";"正业科技";"广东";"电器仪表";"广东正业科技股份有限公司";"Guangdong Zhengye Technology Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300411.SZ";"300411";"金盾股份";"浙江";"专用机械";"浙江金盾风机股份有限公司";"Zhejiang Jindun Fans Co., Ltd";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300412.SZ";"300412";"迦南科技";"浙江";"医疗保健";"浙江迦南科技股份有限公司";"Zhejiang Canaan Technology Limited";"创业板";"SZSE";"CNY";"L";"2014";"";"N";"8"
"300413.SZ";"300413";"芒果超媒";"湖南";"影视音像";"芒果超媒股份有限公司";"Mango Excellent Media Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300414.SZ";"300414";"中光防雷";"四川";"通信设备";"四川中光防雷科技股份有限公司";"Sichuan Zhongguang Lightning Protection Technologies Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300415.SZ";"300415";"伊之密";"广东";"专用机械";"广东伊之密精密机械股份有限公司";"Guangdong Yizumi Precision Machinery Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300416.SZ";"300416";"苏试试验";"江苏";"电器仪表";"苏州苏试试验集团股份有限公司";"Suzhou Sushi Testing Group Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300417.SZ";"300417";"南华仪器";"广东";"电器仪表";"佛山市南华仪器股份有限公司";"Nanhua Instruments Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300418.SZ";"300418";"昆仑万维";"北京";"互联网";"昆仑万维科技股份有限公司";"Kunlun Tech Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300419.SZ";"300419";"浩丰科技";"北京";"软件服务";"北京浩丰创源科技股份有限公司";"Beijing Interact Technology Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300420.SZ";"300420";"五洋停车";"江苏";"机械基件";"江苏五洋停车产业集团股份有限公司";"Jiangsu Wuyang Parking Industry Group Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300421.SZ";"300421";"力星股份";"江苏";"机械基件";"江苏力星通用钢球股份有限公司";"Jiangsu Lixing General Steel Ball Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300422.SZ";"300422";"博世科";"广西";"环境保护";"广西博世科环保科技股份有限公司";"Guangxi Bossco Environmental Protection Technology Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300423.SZ";"300423";"昇辉科技";"山东";"电气设备";"昇辉智能科技股份有限公司";"Sunfly Intelligent Technology Co., Ltd";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300424.SZ";"300424";"航新科技";"广东";"航空";"广州航新航空科技股份有限公司";"Guangzhou Hangxin Aviation Technology Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300425.SZ";"300425";"中建环能";"四川";"环境保护";"中建环能科技股份有限公司";"Cscec Scimee Sci.&Tech. Co.,Ltd";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300426.SZ";"300426";"唐德影视";"浙江";"影视音像";"浙江唐德影视股份有限公司";"Zhejiang Talent Television & Film Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300427.SZ";"300427";"红相股份";"福建";"电气设备";"红相股份有限公司";"Red Phase Inc.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300428.SZ";"300428";"立中集团";"河北";"汽车配件";"立中四通轻合金集团股份有限公司";"Lizhong Sitong Light Alloys Group Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300429.SZ";"300429";"强力新材";"江苏";"化工原料";"常州强力电子新材料股份有限公司";"Changzhou Tronly New Electronic Materials Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300430.SZ";"300430";"诚益通";"北京";"电器仪表";"北京诚益通控制工程科技股份有限公司";"Beijing Chieftain Control Engineering Technology Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300432.SZ";"300432";"富临精工";"四川";"汽车配件";"绵阳富临精工股份有限公司";"Mianyang Fulin Precision Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300433.SZ";"300433";"蓝思科技";"湖南";"元器件";"蓝思科技股份有限公司";"Lens Technology Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300434.SZ";"300434";"金石亚药";"四川";"化学制药";"四川金石亚洲医药股份有限公司";"Sichuan Goldstone Asia Pharmaceutical Inc.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300435.SZ";"300435";"中泰股份";"浙江";"供气供热";"杭州中泰深冷技术股份有限公司";"Hangzhou Zhongtai Cryogenic Technology Corporation";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300436.SZ";"300436";"广生堂";"福建";"化学制药";"福建广生堂药业股份有限公司";"Fujian Cosunter Pharmaceutical Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300437.SZ";"300437";"清水源";"河南";"化工原料";"河南清水源科技股份有限公司";"Henan Qingshuiyuan Technology Co.,Ltd";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300438.SZ";"300438";"鹏辉能源";"广东";"电气设备";"广州鹏辉能源科技股份有限公司";"Guangzhou Great Power Energy and Technology Co., Ltd";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300439.SZ";"300439";"美康生物";"浙江";"医疗保健";"美康生物科技股份有限公司";"Medicalsystem Biotechnology Co.,Ltd";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300440.SZ";"300440";"运达科技";"四川";"软件服务";"成都运达科技股份有限公司";"Chengdu Yunda Technology Co. Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300441.SZ";"300441";"鲍斯股份";"浙江";"机床制造";"宁波鲍斯能源装备股份有限公司";"Ningbo Baosi Energy Equipment Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300442.SZ";"300442";"普丽盛";"上海";"轻工机械";"上海普丽盛包装股份有限公司";"Shanghai Precise Packaging Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300443.SZ";"300443";"金雷股份";"山东";"电气设备";"金雷科技股份公司";"Jinlei Technology Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300444.SZ";"300444";"双杰电气";"北京";"电气设备";"北京双杰电气股份有限公司";"Beijing Sojo Electric Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300445.SZ";"300445";"康斯特";"北京";"电器仪表";"北京康斯特仪表科技股份有限公司";"Beijing Const Instruments Technology Inc.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300446.SZ";"300446";"*ST乐材";"河北";"化工原料";"保定乐凯新材料股份有限公司";"Baoding Lucky Innovative Materials Co., Ltd";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300447.SZ";"300447";"全信股份";"江苏";"电气设备";"南京全信传输科技股份有限公司";"Nanjing Quanxin Cable Technology Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300448.SZ";"300448";"浩云科技";"广东";"软件服务";"浩云科技股份有限公司";"Haoyun Technologies Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300449.SZ";"300449";"汉邦高科";"北京";"IT设备";"北京汉邦高科数字技术股份有限公司";"Beijing Hanbang Technology Corp.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300450.SZ";"300450";"先导智能";"江苏";"专用机械";"无锡先导智能装备股份有限公司";"Wuxi Lead Intelligent Equipment Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300451.SZ";"300451";"创业慧康";"浙江";"软件服务";"创业慧康科技股份有限公司";"B-Soft Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300452.SZ";"300452";"山河药辅";"安徽";"化学制药";"安徽山河药用辅料股份有限公司";"Anhui Sunhere Pharmaceutical Excipients Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300453.SZ";"300453";"三鑫医疗";"江西";"医疗保健";"江西三鑫医疗科技股份有限公司";"Jiangxi Sanxin Medtec Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300454.SZ";"300454";"深信服";"广东";"软件服务";"深信服科技股份有限公司";"Sangfor Technologies Inc.";"创业板";"SZSE";"CNY";"L";"2018";"";"S";"4"
"300455.SZ";"300455";"康拓红外";"北京";"运输设备";"北京康拓红外技术股份有限公司";"Beijing Ctrowell Technology Corporation Limited";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300456.SZ";"300456";"赛微电子";"北京";"元器件";"北京赛微电子股份有限公司";"Sai Microelectronics Inc.";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300457.SZ";"300457";"赢合科技";"广东";"专用机械";"深圳市赢合科技股份有限公司";"Shenzhen Yinghe Technology Co.,Ltd";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300458.SZ";"300458";"全志科技";"广东";"元器件";"珠海全志科技股份有限公司";"Allwinnertech Technology Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300459.SZ";"300459";"汤姆猫";"浙江";"互联网";"浙江金科汤姆猫文化产业股份有限公司";"Zhejiang Jinke Tom Culture Industry Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300460.SZ";"300460";"惠伦晶体";"广东";"元器件";"广东惠伦晶体科技股份有限公司";"Guangdong Faith Long Crystal Technology Co.,Ltd";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300461.SZ";"300461";"田中精机";"浙江";"专用机械";"浙江田中精机股份有限公司";"Tanac Automation Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300462.SZ";"300462";"华铭智能";"上海";"专用机械";"上海华铭智能终端设备股份有限公司";"Shanghai Huaming Intelligent Terminal Equipment Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300463.SZ";"300463";"迈克生物";"四川";"医疗保健";"迈克生物股份有限公司";"Maccura Biotechnology Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300464.SZ";"300464";"星徽股份";"广东";"机械基件";"广东星徽精密制造股份有限公司";"Guangdong Saca Precision Manufacturing Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300465.SZ";"300465";"高伟达";"北京";"软件服务";"高伟达软件股份有限公司";"Global Infotech Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300466.SZ";"300466";"赛摩智能";"江苏";"电器仪表";"赛摩智能科技集团股份有限公司";"Saimo Technology Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300467.SZ";"300467";"迅游科技";"四川";"互联网";"四川迅游网络科技股份有限公司";"Sichuan XunYou Network Technology Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300468.SZ";"300468";"四方精创";"广东";"软件服务";"深圳四方精创资讯股份有限公司";"Shenzhen Forms Syntron Information Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300469.SZ";"300469";"信息发展";"上海";"软件服务";"上海信联信息发展股份有限公司";"Trust Alliance Information Development Inc.Ltd.Shanghai";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300470.SZ";"300470";"中密控股";"四川";"机械基件";"中密控股股份有限公司";"Sinoseal Holding Co.,Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"300471.SZ";"300471";"厚普股份";"四川";"专用机械";"厚普清洁能源股份有限公司";"Houpu Clean Energy Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300472.SZ";"300472";"新元科技";"江西";"专用机械";"万向新元科技股份有限公司";"New Universal Science and Technology Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300473.SZ";"300473";"德尔股份";"辽宁";"汽车配件";"阜新德尔汽车部件股份有限公司";"Fuxin Dare Automotive Parts Co., Ltd.";"创业板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"300474.SZ";"300474";"景嘉微";"湖南";"元器件";"长沙景嘉微电子股份有限公司";"Changsha Jingjia Microelectronics Co.,Ltd";"创业板";"SZSE";"CNY";"L";"2016";"";"S";"6"
