"ppe_ta";"ts_code";"time"
"0.956046";"000810";"2011"
"0.950775";"000810";"2012"
"0.950622";"000810";"2013"
"0.989096";"000810";"2014"
"0.956444";"000810";"2015"
"0.962376";"000810";"2016"
"0.964475";"000810";"2017"
"0.967911";"000810";"2018"
"0.974514";"000810";"2019"
"0.975015";"000810";"2020"
"0.946433";"000811";"2009"
"0.963444";"000811";"2010"
"0.974994";"000811";"2011"
"0.976446";"000811";"2012"
"0.980865";"000811";"2013"
"0.924553";"000811";"2014"
"0.757764";"000811";"2015"
"0.80139";"000811";"2016"
"0.815246";"000811";"2017"
"0.828095";"000811";"2018"
"0.863335";"000811";"2019"
"0.879496";"000811";"2020"
"0.915336";"000812";"2009"
"0.875649";"000812";"2010"
"0.892605";"000812";"2011"
"0.905938";"000812";"2012"
"0.897632";"000812";"2013"
"0.915441";"000812";"2014"
"0.926695";"000812";"2015"
"0.92314";"000812";"2016"
"0.807199";"000812";"2017"
"0.818941";"000812";"2018"
"0.835491";"000812";"2019"
"0.849655";"000812";"2020"
"0.977406";"000813";"2009"
"0.982249";"000813";"2010"
"0.912277";"000813";"2011"
"0.903478";"000813";"2012"
"0.540732";"000813";"2013"
"0.581655";"000813";"2014"
"0.575622";"000813";"2015"
"0.977231";"000813";"2016"
"0.983364";"000813";"2017"
"0.986612";"000813";"2018"
"0.987625";"000813";"2019"
"0.936032";"000813";"2020"
"0.853065";"000816";"2009"
"0.8504";"000816";"2010"
"0.713552";"000816";"2011"
"0.643359";"000816";"2012"
"0.665169";"000816";"2013"
"0.743667";"000816";"2014"
"0.742269";"000816";"2015"
"0.734423";"000816";"2016"
"0.729918";"000816";"2017"
"0.739198";"000816";"2018"
"0.80594";"000816";"2019"
"0.79682";"000816";"2020"
"0.806199";"000818";"2009"
"0.7951";"000818";"2010"
"0.802136";"000818";"2011"
"0.806176";"000818";"2012"
"0.814201";"000818";"2013"
"0.812659";"000818";"2014"
"0.811026";"000818";"2015"
"0.794543";"000818";"2016"
"0.630089";"000818";"2017"
"0.665754";"000818";"2018"
"0.685999";"000818";"2019"
"0.694308";"000818";"2020"
"0.975885";"000821";"2009"
"0.978507";"000821";"2010"
"0.982991";"000821";"2011"
"0.982444";"000821";"2012"
"0.966046";"000821";"2013"
"0.968173";"000821";"2014"
"0.800613";"000821";"2015"
"0.814037";"000821";"2016"
"0.79519";"000821";"2017"
"0.730506";"000821";"2018"
"0.834826";"000821";"2019"
"0.868079";"000821";"2020"
"0.994785";"000825";"2009"
"0.994768";"000825";"2010"
"0.994076";"000825";"2011"
"0.994745";"000825";"2012"
"0.994999";"000825";"2013"
"0.996775";"000825";"2014"
"0.996603";"000825";"2015"
"0.99703";"000825";"2016"
"0.996077";"000825";"2017"
"0.996385";"000825";"2018"
"0.996531";"000825";"2019"
"0.996779";"000825";"2020"
"0.587204";"000826";"2009"
"0.565538";"000826";"2010"
"0.624088";"000826";"2011"
"0.78";"000826";"2012"
"0.786622";"000826";"2013"
"0.824887";"000826";"2014"
"0.855591";"000826";"2015"
"0.861128";"000826";"2016"
"0.841883";"000826";"2017"
"0.776861";"000826";"2018"
"0.764677";"000826";"2019"
"0.714006";"000826";"2020"
"0.897513";"000828";"2009"
"0.891245";"000828";"2010"
"0.903974";"000828";"2011"
"0.910782";"000828";"2012"
"0.916624";"000828";"2013"
"0.931212";"000828";"2014"
"0.955188";"000828";"2015"
"0.961774";"000828";"2016"
"0.969799";"000828";"2017"
"0.974989";"000828";"2018"
"0.948014";"000828";"2019"
"0.83708";"000828";"2020"
"0.9959";"000829";"2009"
"0.996152";"000829";"2010"
"0.996273";"000829";"2011"
"0.996189";"000829";"2012"
"0.996";"000829";"2013"
"0.994052";"000829";"2014"
"0.992561";"000829";"2015"
"0.886788";"000829";"2016"
"0.814745";"000829";"2017"
"0.806168";"000829";"2018"
"0.822453";"000829";"2019"
"0.841165";"000829";"2020"
"0.957173";"000830";"2009"
"0.958282";"000830";"2010"
"0.963337";"000830";"2011"
"0.970241";"000830";"2012"
"0.954216";"000830";"2013"
"0.957819";"000830";"2014"
"0.957117";"000830";"2015"
"0.95538";"000830";"2016"
"0.949561";"000830";"2017"
"0.947532";"000830";"2018"
"0.952059";"000830";"2019"
"0.939714";"000830";"2020"
"0.946298";"000836";"2009"
"0.95922";"000836";"2010"
"0.961707";"000836";"2011"
"0.96198";"000836";"2012"
"0.965116";"000836";"2013"
"0.965999";"000836";"2014"
"0.974867";"000836";"2015"
"0.965007";"000836";"2016"
"0.968821";"000836";"2017"
"0.96768";"000836";"2018"
"0.967829";"000836";"2019"
"0.969313";"000836";"2020"
"0.969718";"000837";"2009"
"0.972361";"000837";"2010"
"0.979112";"000837";"2011"
"0.979843";"000837";"2012"
"0.98221";"000837";"2013"
"0.950774";"000837";"2014"
"0.954129";"000837";"2015"
"0.958522";"000837";"2016"
"0.964248";"000837";"2017"
"0.966262";"000837";"2018"
"0.963105";"000837";"2019"
"0.962781";"000837";"2020"
"0.999966";"000838";"2009"
"1";"000838";"2010"
"0.999904";"000838";"2011"
"0.999949";"000838";"2012"
"0.99987";"000838";"2013"
"0.999776";"000838";"2014"
"0.973711";"000838";"2015"
"0.975007";"000838";"2016"
"0.989578";"000838";"2017"
"0.998142";"000838";"2018"
"0.999433";"000838";"2019"
"0.995117";"000838";"2020"
"0.989596";"000839";"2009"
"0.98967";"000839";"2010"
"0.990134";"000839";"2011"
"0.990878";"000839";"2012"
"0.991878";"000839";"2013"
"0.998726";"000839";"2014"
"0.997035";"000839";"2015"
"0.99782";"000839";"2016"
"0.990018";"000839";"2017"
"0.964521";"000839";"2018"
"0.943771";"000839";"2019"
"0.948606";"000839";"2020"
"0.723427";"000848";"2009"
"0.752604";"000848";"2010"
"0.780184";"000848";"2011"
"0.760687";"000848";"2012"
"0.807358";"000848";"2013"
"0.810573";"000848";"2014"
"0.863506";"000848";"2015"
"0.893433";"000848";"2016"
"0.886235";"000848";"2017"
"0.890983";"000848";"2018"
"0.904364";"000848";"2019"
"0.904368";"000848";"2020"
"0.982363";"000850";"2009"
"0.990111";"000850";"2010"
"0.984346";"000850";"2011"
"0.917623";"000850";"2012"
"0.910453";"000850";"2013"
"0.921529";"000850";"2014"
"0.940626";"000850";"2015"
"0.937746";"000850";"2016"
"0.941966";"000850";"2017"
"0.942845";"000850";"2018"
"0.948742";"000850";"2019"
"0.950441";"000850";"2020"
"0.976987";"000851";"2009"
"0.973548";"000851";"2010"
"0.967499";"000851";"2011"
"0.977175";"000851";"2012"
"0.939461";"000851";"2013"
"0.909107";"000851";"2014"
"0.895826";"000851";"2015"
"0.905795";"000851";"2016"
"0.913521";"000851";"2017"
"0.914152";"000851";"2018"
"0.913736";"000851";"2019"
"0.917513";"000851";"2020"
"0.979297";"000852";"2009"
"0.975919";"000852";"2010"
"0.967687";"000852";"2011"
"0.973264";"000852";"2012"
"0.97703";"000852";"2013"
"0.981593";"000852";"2014"
"0.987428";"000852";"2015"
"0.984499";"000852";"2016"
"0.985893";"000852";"2017"
"0.987423";"000852";"2018"
"0.988783";"000852";"2019"
"0.988954";"000852";"2020"
"0.918772";"000861";"2009"
"0.954786";"000861";"2010"
"0.932422";"000861";"2011"
"0.942155";"000861";"2012"
"0.958391";"000861";"2013"
"0.982834";"000861";"2014"
"0.923534";"000861";"2015"
"0.926753";"000861";"2016"
"0.941192";"000861";"2017"
"0.958783";"000861";"2018"
"0.957191";"000861";"2019"
"0.954852";"000861";"2020"
"0.981067";"000862";"2009"
"0.981976";"000862";"2010"
"0.977261";"000862";"2011"
"0.984569";"000862";"2012"
"0.984786";"000862";"2013"
"0.991209";"000862";"2014"
"0.991705";"000862";"2015"
"0.992809";"000862";"2016"
"0.992738";"000862";"2017"
"0.99165";"000862";"2018"
"0.989635";"000862";"2019"
"0.988672";"000862";"2020"
"0.999979";"000863";"2009"
"1";"000863";"2010"
"1";"000863";"2011"
"0.999979";"000863";"2012"
"0.988876";"000863";"2013"
"0.992196";"000863";"2014"
"0.993336";"000863";"2015"
"0.86251";"000863";"2016"
"0.865292";"000863";"2017"
"0.963781";"000863";"2018"
"0.965332";"000863";"2019"
"0.957087";"000863";"2020"
"0.972501";"000869";"2009"
"0.965095";"000869";"2010"
"0.963838";"000869";"2011"
"0.965741";"000869";"2012"
"0.961352";"000869";"2013"
"0.947705";"000869";"2014"
"0.944954";"000869";"2015"
"0.947512";"000869";"2016"
"0.937497";"000869";"2017"
"0.937438";"000869";"2018"
"0.941837";"000869";"2019"
"0.939406";"000869";"2020"
"0.957999";"000876";"2009"
"0.963486";"000876";"2010"
"0.949057";"000876";"2011"
"0.950207";"000876";"2012"
"0.9545";"000876";"2013"
"0.956061";"000876";"2014"
"0.95531";"000876";"2015"
"0.950915";"000876";"2016"
"0.946312";"000876";"2017"
"0.95294";"000876";"2018"
"0.959144";"000876";"2019"
"0.974532";"000876";"2020"
"0.976137";"000878";"2009"
"0.968211";"000878";"2010"
"0.960272";"000878";"2011"
"0.968406";"000878";"2012"
"0.964256";"000878";"2013"
"0.965853";"000878";"2014"
"0.963529";"000878";"2015"
"0.966968";"000878";"2016"
"0.957849";"000878";"2017"
"0.950766";"000878";"2018"
"0.954147";"000878";"2019"
"0.957259";"000878";"2020"
"0.998203";"000881";"2009"
"0.998572";"000881";"2010"
"0.998967";"000881";"2011"
"0.999686";"000881";"2012"
"0.999707";"000881";"2013"
"0.999938";"000881";"2014"
"0.999956";"000881";"2015"
"0.950417";"000881";"2016"
"0.934747";"000881";"2017"
"0.928461";"000881";"2018"
"0.9237";"000881";"2019"
"0.929585";"000881";"2020"
"0.83712";"000882";"2009"
"0.919009";"000882";"2010"
"0.884615";"000882";"2011"
"0.851949";"000882";"2012"
"0.914619";"000882";"2013"
"0.916179";"000882";"2014"
"0.948996";"000882";"2015"
"0.978069";"000882";"2016"
"0.959233";"000882";"2017"
"0.971605";"000882";"2018"
"0.962317";"000882";"2019"
"0.95513";"000882";"2020"
"0.921328";"000885";"2009"
"0.931866";"000885";"2010"
"0.939227";"000885";"2011"
"0.914569";"000885";"2012"
"0.910487";"000885";"2013"
"0.920251";"000885";"2014"
"0.920893";"000885";"2015"
"0.926979";"000885";"2016"
"0.998719";"000885";"2017"
"0.987122";"000885";"2018"
"0.953746";"000885";"2019"
"0.899897";"000885";"2020"
"0.916794";"000887";"2009"
"0.93998";"000887";"2010"
"0.929624";"000887";"2011"
"0.879856";"000887";"2012"
"0.889733";"000887";"2013"
"0.869648";"000887";"2014"
"0.832091";"000887";"2015"
"0.821654";"000887";"2016"
"0.796827";"000887";"2017"
"0.798328";"000887";"2018"
"0.816035";"000887";"2019"
"0.82919";"000887";"2020"
"0.935769";"000889";"2009"
"0.948823";"000889";"2010"
"0.957421";"000889";"2011"
"0.968906";"000889";"2012"
"0.973105";"000889";"2013"
"0.704987";"000889";"2014"
"0.468175";"000889";"2015"
"0.399223";"000889";"2016"
"0.445191";"000889";"2017"
"0.426903";"000889";"2018"
"0.529735";"000889";"2019"
"0.509178";"000889";"2020"
"0.974107";"000890";"2009"
"0.963137";"000890";"2010"
"0.954393";"000890";"2011"
"0.950904";"000890";"2012"
"0.957571";"000890";"2013"
"0.958129";"000890";"2014"
"0.958549";"000890";"2015"
"0.953058";"000890";"2016"
"0.96142";"000890";"2017"
"0.98368";"000890";"2018"
"0.992256";"000890";"2019"
"0.972443";"000890";"2020"
"1";"000892";"2009"
"1";"000892";"2010"
"1";"000892";"2011"
"1";"000892";"2012"
"1";"000892";"2013"
"1";"000892";"2014"
"1";"000892";"2015"
"0.998686";"000892";"2016"
"0.9989";"000892";"2017"
"0.99903";"000892";"2018"
"0.999413";"000892";"2019"
"0.999374";"000892";"2020"
"0.974692";"000893";"2009"
"0.987405";"000893";"2010"
"0.985471";"000893";"2011"
"0.991882";"000893";"2012"
"0.991345";"000893";"2013"
"0.993514";"000893";"2014"
"0.447542";"000893";"2015"
"0.322723";"000893";"2016"
"0.342253";"000893";"2017"
"0.342569";"000893";"2018"
"0.344497";"000893";"2019"
"0.361852";"000893";"2020"
"0.988845";"000895";"2009"
"0.98913";"000895";"2010"
"0.964003";"000895";"2011"
"0.948662";"000895";"2012"
"0.953607";"000895";"2013"
"0.950718";"000895";"2014"
"0.953065";"000895";"2015"
"0.951171";"000895";"2016"
"0.956458";"000895";"2017"
"0.957843";"000895";"2018"
"0.965749";"000895";"2019"
"0.970417";"000895";"2020"
"0.989488";"000897";"2009"
"0.990943";"000897";"2010"
"0.99734";"000897";"2011"
"0.997852";"000897";"2012"
"0.997329";"000897";"2013"
"0.999804";"000897";"2014"
"0.999966";"000897";"2015"
"0.999896";"000897";"2016"
"0.999901";"000897";"2017"
"0.999921";"000897";"2018"
"0.99987";"000897";"2019"
"0.999856";"000897";"2020"
"0.461868";"000900";"2009"
"0.568131";"000900";"2010"
"0.679147";"000900";"2011"
"0.795196";"000900";"2012"
"0.425181";"000900";"2013"
"0.411584";"000900";"2014"
"0.454125";"000900";"2015"
"0.546762";"000900";"2016"
"0.57957";"000900";"2017"
"0.61769";"000900";"2018"
"0.625532";"000900";"2019"
"0.477702";"000900";"2020"
"0.960546";"000901";"2009"
"0.955691";"000901";"2010"
"0.953805";"000901";"2011"
"0.95";"000901";"2012"
"0.951937";"000901";"2013"
"0.960892";"000901";"2014"
"0.911815";"000901";"2015"
"0.78825";"000901";"2016"
"0.794968";"000901";"2017"
"0.799503";"000901";"2018"
"0.816213";"000901";"2019"
"0.919187";"000901";"2020"
"0.973427";"000902";"2009"
"0.974461";"000902";"2010"
"0.974006";"000902";"2011"
"0.973206";"000902";"2012"
"0.977547";"000902";"2013"
"0.943476";"000902";"2014"
"0.948432";"000902";"2015"
"0.938683";"000902";"2016"
"0.941194";"000902";"2017"
"0.943152";"000902";"2018"
"0.938254";"000902";"2019"
"0.933811";"000902";"2020"
"0.8764";"000905";"2009"
"0.884613";"000905";"2010"
"0.893275";"000905";"2011"
"0.918419";"000905";"2012"
"0.910724";"000905";"2013"
"0.906533";"000905";"2014"
"0.934528";"000905";"2015"
"0.888604";"000905";"2016"
"0.865728";"000905";"2017"
"0.873039";"000905";"2018"
"0.893006";"000905";"2019"
"0.902533";"000905";"2020"
"0.956602";"000906";"2009"
"0.974719";"000906";"2010"
"0.979651";"000906";"2011"
"0.934671";"000906";"2012"
"0.94095";"000906";"2013"
"0.951685";"000906";"2014"
"0.961125";"000906";"2015"
"0.967816";"000906";"2016"
"0.990198";"000906";"2017"
"0.98878";"000906";"2018"
"0.990924";"000906";"2019"
"0.982237";"000906";"2020"
"0.590886";"000908";"2009"
"0.904451";"000908";"2010"
"0.862298";"000908";"2011"
"0.848294";"000908";"2012"
"0.877543";"000908";"2013"
"0.798556";"000908";"2014"
"0.781622";"000908";"2015"
"0.845236";"000908";"2016"
"0.836947";"000908";"2017"
"0.837762";"000908";"2018"
"0.870724";"000908";"2019"
"0.93807";"000908";"2020"
"0.995091";"000909";"2009"
"0.995305";"000909";"2010"
"0.995922";"000909";"2011"
"0.996695";"000909";"2012"
"0.998157";"000909";"2013"
"0.998461";"000909";"2014"
"0.998263";"000909";"2015"
"0.998397";"000909";"2016"
"0.998191";"000909";"2017"
"0.997925";"000909";"2018"
"0.99804";"000909";"2019"
"0.999691";"000909";"2020"
"0.900621";"000910";"2009"
"0.906479";"000910";"2010"
"0.899106";"000910";"2011"
"0.89736";"000910";"2012"
"0.885523";"000910";"2013"
"0.889312";"000910";"2014"
"0.906606";"000910";"2015"
"0.899457";"000910";"2016"
"0.898648";"000910";"2017"
"0.909077";"000910";"2018"
"0.897319";"000910";"2019"
"0.909573";"000910";"2020"
"0.969138";"000912";"2009"
"0.973894";"000912";"2010"
"0.975577";"000912";"2011"
"0.983244";"000912";"2012"
"0.977353";"000912";"2013"
"0.976401";"000912";"2014"
"0.971322";"000912";"2015"
"0.969901";"000912";"2016"
"0.964875";"000912";"2017"
"0.971268";"000912";"2018"
"0.978032";"000912";"2019"
"0.981768";"000912";"2020"
"0.974242";"000913";"2009"
"0.957305";"000913";"2010"
"0.956789";"000913";"2011"
"0.951019";"000913";"2012"
"0.952258";"000913";"2013"
"0.950289";"000913";"2014"
"0.949513";"000913";"2015"
"0.958027";"000913";"2016"
"0.962235";"000913";"2017"
"0.96737";"000913";"2018"
"0.974152";"000913";"2019"
"0.973415";"000913";"2020"
"0.966739";"000917";"2009"
"0.968767";"000917";"2010"
"0.967009";"000917";"2011"
"0.945416";"000917";"2012"
"0.950289";"000917";"2013"
"0.945219";"000917";"2014"
"0.899668";"000917";"2015"
"0.919591";"000917";"2016"
"0.928629";"000917";"2017"
"0.938987";"000917";"2018"
"0.936451";"000917";"2019"
"0.97263";"000917";"2020"
"0.985769";"000918";"2009"
"0.990146";"000918";"2010"
"0.991396";"000918";"2011"
"0.995208";"000918";"2012"
"0.99588";"000918";"2013"
"0.996405";"000918";"2014"
"0.996089";"000918";"2015"
"0.996235";"000918";"2016"
"0.994975";"000918";"2017"
"0.995444";"000918";"2018"
"0.995518";"000918";"2019"
"0.998947";"000918";"2020"
"0.963091";"000919";"2009"
"0.968141";"000919";"2010"
"0.971413";"000919";"2011"
"0.954219";"000919";"2012"
"0.956407";"000919";"2013"
"0.939075";"000919";"2014"
"0.94138";"000919";"2015"
"0.943022";"000919";"2016"
"0.943717";"000919";"2017"
"0.905974";"000919";"2018"
"0.936032";"000919";"2019"
"0.950463";"000919";"2020"
"0.919689";"000923";"2009"
"0.924806";"000923";"2010"
"0.936306";"000923";"2011"
"0.944487";"000923";"2012"
"0.928915";"000923";"2013"
"0.92808";"000923";"2014"
"0.930075";"000923";"2015"
"0.929804";"000923";"2016"
"0.922994";"000923";"2017"
"0.925124";"000923";"2018"
"0.936854";"000923";"2019"
"0.94751";"000923";"2020"
"0.935777";"000925";"2009"
"0.852839";"000925";"2010"
"0.811766";"000925";"2011"
"0.769792";"000925";"2012"
"0.790708";"000925";"2013"
"0.793474";"000925";"2014"
"0.792335";"000925";"2015"
"0.736927";"000925";"2016"
"0.708844";"000925";"2017"
"0.751226";"000925";"2018"
"0.781258";"000925";"2019"
"0.900632";"000925";"2020"
"0.950152";"000927";"2009"
"0.964853";"000927";"2010"
"0.966078";"000927";"2011"
"0.963092";"000927";"2012"
"0.961378";"000927";"2013"
"0.935186";"000927";"2014"
"0.967003";"000927";"2015"
"0.960596";"000927";"2016"
"0.963577";"000927";"2017"
"0.960773";"000927";"2018"
"0.932688";"000927";"2019"
"0.968798";"000927";"2020"
"0.966355";"000928";"2009"
"0.966206";"000928";"2010"
"0.967897";"000928";"2011"
"0.968424";"000928";"2012"
"0.964413";"000928";"2013"
"0.99734";"000928";"2014"
"0.997946";"000928";"2015"
"0.988083";"000928";"2016"
"0.983514";"000928";"2017"
"0.982166";"000928";"2018"
"0.986494";"000928";"2019"
"0.992137";"000928";"2020"
"0.927566";"000929";"2009"
"0.939506";"000929";"2010"
"0.935538";"000929";"2011"
"0.93976";"000929";"2012"
"0.944122";"000929";"2013"
"0.949612";"000929";"2014"
"0.953832";"000929";"2015"
"0.953456";"000929";"2016"
"0.954146";"000929";"2017"
"0.953939";"000929";"2018"
"0.9564";"000929";"2019"
"0.956839";"000929";"2020"
"0.946943";"000930";"2009"
"0.945725";"000930";"2010"
"0.9453";"000930";"2011"
"0.946339";"000930";"2012"
"0.945565";"000930";"2013"
"0.950333";"000930";"2014"
"0.939348";"000930";"2015"
"0.938724";"000930";"2016"
"0.925187";"000930";"2017"
"0.937663";"000930";"2018"
"0.930686";"000930";"2019"
"0.940555";"000930";"2020"
"0.996622";"000931";"2009"
"0.996889";"000931";"2010"
"0.996817";"000931";"2011"
"0.995963";"000931";"2012"
"0.996472";"000931";"2013"
"0.9941";"000931";"2014"
"0.982662";"000931";"2015"
"0.922935";"000931";"2016"
"0.901093";"000931";"2017"
"0.896816";"000931";"2018"
"0.900193";"000931";"2019"
"0.898775";"000931";"2020"
"0.961816";"000932";"2009"
"0.96577";"000932";"2010"
"0.954537";"000932";"2011"
"0.940547";"000932";"2012"
"0.946105";"000932";"2013"
"0.948061";"000932";"2014"
"0.949731";"000932";"2015"
"0.944833";"000932";"2016"
"0.947743";"000932";"2017"
"0.94678";"000932";"2018"
"0.944919";"000932";"2019"
"0.949381";"000932";"2020"
"0.940619";"000933";"2009"
"0.929036";"000933";"2010"
"0.932654";"000933";"2011"
"0.86279";"000933";"2012"
"0.875082";"000933";"2013"
"0.894415";"000933";"2014"
"0.893022";"000933";"2015"
"0.901322";"000933";"2016"
"0.900167";"000933";"2017"
"0.893623";"000933";"2018"
"0.901108";"000933";"2019"
"0.923604";"000933";"2020"
"0.899089";"000935";"2009"
"0.927468";"000935";"2010"
"0.932917";"000935";"2011"
"0.934027";"000935";"2012"
"0.940319";"000935";"2013"
"0.940471";"000935";"2014"
"0.930413";"000935";"2015"
"0.932111";"000935";"2016"
"0.938781";"000935";"2017"
"0.961281";"000935";"2018"
"0.969625";"000935";"2019"
"0.99151";"000935";"2020"
"0.990523";"000936";"2009"
"0.99268";"000936";"2010"
"0.991651";"000936";"2011"
"0.991703";"000936";"2012"
"0.991549";"000936";"2013"
"0.993221";"000936";"2014"
"0.992828";"000936";"2015"
"0.996845";"000936";"2016"
"0.997436";"000936";"2017"
"0.997553";"000936";"2018"
"0.997796";"000936";"2019"
"0.997532";"000936";"2020"
"0.963745";"000938";"2009"
"0.959966";"000938";"2010"
"0.972719";"000938";"2011"
"0.977925";"000938";"2012"
"0.976111";"000938";"2013"
"0.981888";"000938";"2014"
"0.984644";"000938";"2015"
"0.521632";"000938";"2016"
"0.583619";"000938";"2017"
"0.636391";"000938";"2018"
"0.678721";"000938";"2019"
"0.695597";"000938";"2020"
"0.933264";"000948";"2009"
"0.931138";"000948";"2010"
"0.945847";"000948";"2011"
"0.947999";"000948";"2012"
"0.961245";"000948";"2013"
"0.972246";"000948";"2014"
"0.979491";"000948";"2015"
"0.981701";"000948";"2016"
"0.979967";"000948";"2017"
"0.949723";"000948";"2018"
"0.954598";"000948";"2019"
"0.967239";"000948";"2020"
"0.97231";"000950";"2009"
"0.975185";"000950";"2010"
"0.977138";"000950";"2011"
"0.982264";"000950";"2012"
"0.972419";"000950";"2013"
"0.932453";"000950";"2014"
"0.929482";"000950";"2015"
"0.927471";"000950";"2016"
"0.975933";"000950";"2017"
"0.953325";"000950";"2018"
"0.961398";"000950";"2019"
"0.95876";"000950";"2020"
"0.978229";"000951";"2009"
"0.97642";"000951";"2010"
"0.976268";"000951";"2011"
"0.969056";"000951";"2012"
"0.974203";"000951";"2013"
"0.976259";"000951";"2014"
"0.97718";"000951";"2015"
"0.981403";"000951";"2016"
"0.986353";"000951";"2017"
"0.98348";"000951";"2018"
"0.985137";"000951";"2019"
"0.975805";"000951";"2020"
"0.950126";"000952";"2009"
"0.954784";"000952";"2010"
"0.95024";"000952";"2011"
"0.877316";"000952";"2012"
"0.880763";"000952";"2013"
"0.884436";"000952";"2014"
"0.886861";"000952";"2015"
"0.891439";"000952";"2016"
"0.900149";"000952";"2017"
"0.905454";"000952";"2018"
"0.90513";"000952";"2019"
"0.918376";"000952";"2020"
"0.999491";"000961";"2009"
"0.999623";"000961";"2010"
"0.998944";"000961";"2011"
"0.998848";"000961";"2012"
"0.990824";"000961";"2013"
"0.993449";"000961";"2014"
"0.994122";"000961";"2015"
"0.994793";"000961";"2016"
"0.996538";"000961";"2017"
"0.997439";"000961";"2018"
"0.997689";"000961";"2019"
"0.998226";"000961";"2020"
"0.990941";"000962";"2009"
"0.940326";"000962";"2010"
"0.976024";"000962";"2011"
"0.97559";"000962";"2012"
"0.971264";"000962";"2013"
"0.957183";"000962";"2014"
"0.942954";"000962";"2015"
"0.94437";"000962";"2016"
"0.932121";"000962";"2017"
"0.973831";"000962";"2018"
"0.968172";"000962";"2019"
"0.956349";"000962";"2020"
"0.965654";"000963";"2009"
"0.959374";"000963";"2010"
"0.953776";"000963";"2011"
"0.960891";"000963";"2012"
"0.957055";"000963";"2013"
"0.966284";"000963";"2014"
"0.965339";"000963";"2015"
"0.965058";"000963";"2016"
"0.959168";"000963";"2017"
"0.845651";"000963";"2018"
"0.863748";"000963";"2019"
"0.878814";"000963";"2020"
"0.965812";"000966";"2009"
"0.966615";"000966";"2010"
"0.966558";"000966";"2011"
"0.959714";"000966";"2012"
"0.95925";"000966";"2013"
"0.960248";"000966";"2014"
"0.979375";"000966";"2015"
"0.978409";"000966";"2016"
"0.971618";"000966";"2017"
"0.970969";"000966";"2018"
"0.973906";"000966";"2019"
"0.974529";"000966";"2020"
"0.965806";"000967";"2009"
"0.970069";"000967";"2010"
"0.973645";"000967";"2011"
"0.95913";"000967";"2012"
"0.91811";"000967";"2013"
"0.925846";"000967";"2014"
"0.954165";"000967";"2015"
"0.865428";"000967";"2016"
"0.669852";"000967";"2017"
"0.648953";"000967";"2018"
"0.642625";"000967";"2019"
"0.689984";"000967";"2020"
"0.960429";"000970";"2009"
"0.967821";"000970";"2010"
"0.982619";"000970";"2011"
"0.980063";"000970";"2012"
"0.981779";"000970";"2013"
"0.982203";"000970";"2014"
"0.982573";"000970";"2015"
"0.98264";"000970";"2016"
"0.980532";"000970";"2017"
"0.974688";"000970";"2018"
"0.974322";"000970";"2019"
"0.977239";"000970";"2020"
"0.945528";"000973";"2009"
"0.95946";"000973";"2010"
"0.966021";"000973";"2011"
"0.964788";"000973";"2012"
"0.944923";"000973";"2013"
"0.947843";"000973";"2014"
"0.9457";"000973";"2015"
"0.936261";"000973";"2016"
"0.945461";"000973";"2017"
"0.947992";"000973";"2018"
"0.930644";"000973";"2019"
"0.931212";"000973";"2020"
"0.869711";"000975";"2009"
"0.882039";"000975";"2010"
"0.891149";"000975";"2011"
"0.92181";"000975";"2012"
"0.415503";"000975";"2013"
"0.44432";"000975";"2014"
"0.440755";"000975";"2015"
"0.453392";"000975";"2016"
"0.518677";"000975";"2017"
"0.439786";"000975";"2018"
"0.502537";"000975";"2019"
"0.552883";"000975";"2020"
"0.96198";"000976";"2009"
"0.966608";"000976";"2010"
"0.951864";"000976";"2011"
"0.943836";"000976";"2012"
"0.938138";"000976";"2013"
"0.917098";"000976";"2014"
"0.923995";"000976";"2015"
"0.394754";"000976";"2016"
"0.46228";"000976";"2017"
"0.494381";"000976";"2018"
"0.46763";"000976";"2019"
"0.537051";"000976";"2020"
"0.999436";"000977";"2009"
"0.906344";"000977";"2010"
"0.895238";"000977";"2011"
"0.920356";"000977";"2012"
"0.901381";"000977";"2013"
"0.943957";"000977";"2014"
"0.93344";"000977";"2015"
"0.93126";"000977";"2016"
"0.954234";"000977";"2017"
"0.967479";"000977";"2018"
"0.976133";"000977";"2019"
"0.98616";"000977";"2020"
"0.886914";"000978";"2009"
"0.795841";"000978";"2010"
"0.818983";"000978";"2011"
"0.797537";"000978";"2012"
"0.769047";"000978";"2013"
"0.793172";"000978";"2014"
"0.783612";"000978";"2015"
"0.796509";"000978";"2016"
"0.799961";"000978";"2017"
"0.827291";"000978";"2018"
"0.835293";"000978";"2019"
"0.845602";"000978";"2020"
"0.986849";"000982";"2009"
"0.982978";"000982";"2010"
"0.989805";"000982";"2011"
"0.99262";"000982";"2012"
"0.978301";"000982";"2013"
"0.960425";"000982";"2014"
"0.9627";"000982";"2015"
"0.95633";"000982";"2016"
"0.959039";"000982";"2017"
"0.978066";"000982";"2018"
"0.999588";"000982";"2019"
"0.999352";"000982";"2020"
"0.98938";"000987";"2009"
"0.991964";"000987";"2010"
"0.993368";"000987";"2011"
"0.993836";"000987";"2012"
"0.994226";"000987";"2013"
"0.994099";"000987";"2014"
"0.994141";"000987";"2015"
"0.998931";"000987";"2016"
"0.998985";"000987";"2017"
"0.999159";"000987";"2018"
"0.999738";"000987";"2019"
"0.999692";"000987";"2020"
