"education_val";"time";"province"
"0.1693060419175069";"2015";"辽宁"
"0.1721393604534654";"2014";"辽宁"
"0.19825340014316392";"2013";"辽宁"
"0.1849991486463477";"2012";"辽宁"
"0.145327243357656";"2011";"辽宁"
"0.11982579630948371";"2010";"辽宁"
"0.1181542952911283";"2009";"辽宁"
"0.11004771933566154";"2008";"辽宁"
"0.09995752137205968";"2007";"辽宁"
"0.09574581228396703";"2006";"辽宁"
"0.08342304260015969";"2005";"辽宁"
"0.08287587679170479";"2004";"辽宁"
"0.08971581175047869";"2003";"辽宁"
"0.0551718923278556";"2002";"辽宁"
"0.2055249210343166";"2019";"内蒙"
"0.19327559857361182";"2018";"内蒙"
"0.18126595201633486";"2017";"内蒙"
"0.18279515894139506";"2016";"内蒙"
"0.16144360037644045";"2015";"内蒙"
"0.10893625742980119";"2014";"内蒙"
"0.10080500435830385";"2013";"内蒙"
"0.12062455352586998";"2012";"内蒙"
"0.116505121159131";"2011";"内蒙"
"0.101643888674072";"2010";"内蒙"
"0.07953428964433092";"2009";"内蒙"
"0.07419728087937517";"2008";"内蒙"
"0.0745697896749522";"2007";"内蒙"
"0.06506735208720073";"2006";"内蒙"
"0.07928529301377943";"2005";"内蒙"
"0.06633070008172161";"2004";"内蒙"
"0.05463300481526484";"2003";"内蒙"
"0.056440007195538766";"2002";"内蒙"
"0.14138140571197083";"2019";"宁夏"
"0.13157894736842105";"2018";"宁夏"
"0.15716753022452504";"2017";"宁夏"
"0.15374280230326295";"2016";"宁夏"
"0.1524190080651082";"2015";"宁夏"
"0.10667720268668511";"2014";"宁夏"
"0.11249748440330046";"2013";"宁夏"
"0.09111066317274744";"2012";"宁夏"
"0.08959365708622398";"2011";"宁夏"
"0.08921518171300287";"2010";"宁夏"
"0.08361204013377926";"2009";"宁夏"
"0.07654563297350343";"2008";"宁夏"
"0.07426226304475278";"2007";"宁夏"
"0.07269155206286837";"2006";"宁夏"
"0.068192583098827";"2005";"宁夏"
"0.07163601161665054";"2004";"宁夏"
"0.055349834340284544";"2003";"宁夏"
"0.05662983425414365";"2002";"宁夏"
"0.1375344986200552";"2019";"青海"
"0.14424778761061946";"2018";"青海"
"0.11652636242800177";"2017";"青海"
"0.09692206941715782";"2016";"青海"
"0.10450366992090074";"2015";"青海"
"0.1282225237449118";"2014";"青海"
"0.12573897226011824";"2013";"青海"
"0.09583144540099683";"2012";"青海"
"0.09092950157162101";"2011";"青海"
"0.08063899704073353";"2010";"青海"
"0.0883578162683622";"2009";"青海"
"0.07473616196424726";"2008";"青海"
"0.0707416114554392";"2007";"青海"
"0.059516163562406334";"2006";"青海"
"0.0711085460869037";"2005";"青海"
"0.04506572084289589";"2004";"青海"
"0.050617025726835393";"2003";"青海"
"0.03154106689246401";"2002";"青海"
"0.1339891074802712";"2019";"山东"
"0.127993666292802";"2018";"山东"
"0.13262662265069114";"2017";"山东"
"0.12279907955632546";"2016";"山东"
"0.12632367804272995";"2015";"山东"
"0.09821192052980132";"2014";"山东"
"0.09893424759474831";"2013";"山东"
"0.09767707035082603";"2012";"山东"
"0.08952021843713431";"2011";"山东"
"0.07730662875613188";"2010";"山东"
"0.06008692778893323";"2009";"山东"
"0.054689064690566794";"2008";"山东"
"0.057813237889294856";"2007";"山东"
"0.0572757524400955";"2006";"山东"
"0.04439996511425083";"2005";"山东"
"0.05486143616702073";"2004";"山东"
"0.05488881465928613";"2003";"山东"
"0.05673513668172769";"2002";"山东"
"0.1515062454077884";"2019";"山西"
"0.1554358848830297";"2018";"山西"
"0.14922453541986866";"2017";"山西"
"0.13565331130386893";"2016";"山西"
"0.13742082925236696";"2015";"山西"
"0.09847312130593865";"2014";"山西"
"0.10716318110684307";"2013";"山西"
"0.09535719318021699";"2012";"山西"
"0.0890960229432293";"2011";"山西"
"0.08454980991674488";"2010";"山西"
"0.07663877266387727";"2009";"山西"
"0.07199394314818638";"2008";"山西"
"0.07189944324896677";"2007";"山西"
"0.0664847347774177";"2006";"山西"
"0.05569093296777431";"2005";"山西"
"0.05229616976545562";"2004";"山西"
"0.053808410445549446";"2003";"山西"
"0.046303656597774245";"2002";"山西"
"0.13706591070163004";"2019";"陕西"
"0.17421790722761596";"2018";"陕西"
"0.15281219238993923";"2017";"陕西"
"0.1278731305831577";"2016";"陕西"
"0.1774248173693909";"2015";"陕西"
"0.110435976656368";"2014";"陕西"
"0.11985187236104382";"2013";"陕西"
"0.10676156583629894";"2012";"陕西"
"0.10155157488180062";"2011";"陕西"
"0.09341900380917072";"2010";"陕西"
"0.09096068354510199";"2009";"陕西"
"0.08683525474153961";"2008";"陕西"
"0.07726911071669013";"2007";"陕西"
"0.07455177460665935";"2006";"陕西"
"0.061721738794220056";"2005";"陕西"
"0.07230963054115028";"2004";"陕西"
"0.06377469378254924";"2003";"陕西"
"0.039543237639087646";"2002";"陕西"
"0.3073481713454871";"2019";"上海"
"0.3169621593014025";"2018";"上海"
"0.3402969247083775";"2017";"上海"
"0.3004565736224966";"2016";"上海"
"0.28696108945044324";"2015";"上海"
"0.27125420875420875";"2014";"上海"
"0.24692848892155833";"2013";"上海"
"0.23074498266260376";"2012";"上海"
"0.2118021164572799";"2011";"上海"
"0.2151815988663945";"2010";"上海"
"0.23656111929307805";"2009";"上海"
"0.22661694583689937";"2008";"上海"
"0.21340823507623927";"2007";"上海"
"0.21830897964281254";"2006";"上海"
"0.17844129554655871";"2005";"上海"
"0.18496147919876735";"2004";"上海"
"0.16670913492164607";"2003";"上海"
"0.15068847372163682";"2002";"上海"
"0.1413602246785028";"2019";"四川"
"0.12919589178356713";"2018";"四川"
"0.1068939288098232";"2017";"四川"
"0.08993395546974364";"2016";"四川"
"0.10994656220163063";"2015";"四川"
"0.09060738388249305";"2014";"四川"
"0.10535477585959084";"2013";"四川"
"0.09915548302251517";"2012";"四川"
"0.08298097251585623";"2011";"四川"
"0.06774290276389579";"2010";"四川"
"0.05622102291840346";"2009";"四川"
"0.043526226055561126";"2008";"四川"
"0.04098210123327729";"2007";"四川"
"0.04509760240594804";"2006";"四川"
"0.034831511677936064";"2005";"四川"
"0.036174126302881665";"2004";"四川"
"0.03738922632679478";"2003";"四川"
"0.03746415736949526";"2002";"四川"
"0.28867940845801265";"2019";"天津"
"0.28290926941012845";"2018";"天津"
"0.2885027178389063";"2017";"天津"
"0.2561083783565841";"2016";"天津"
"0.2333082087328437";"2015";"天津"
"0.2284876413908672";"2014";"天津"
"0.2305301329649456";"2013";"天津"
"0.22845637583892617";"2012";"天津"
"0.20991015518649606";"2011";"天津"
"0.17787905928323164";"2010";"天津"
"0.1701430274135876";"2009";"天津"
"0.15458290422245108";"2008";"天津"
"0.15740254281811494";"2007";"天津"
