"ts_code";"bigdata_num";"data_warehouse";"cloud_computing";"information_assets";"digitization";"ann_date";"year"
"600156";"0";"0";"0";"0";"0";"2016";"2016"
"600156";"0";"0";"0";"0";"0";"2018";"2018"
"600156";"0";"0";"0";"0";"0";"2019";"2019"
"300294";"0";"0";"0";"0";"0";"2012";"2012"
"600157";"0";"0";"0";"0";"0";"2009";"2009"
"002556";"1";"0";"0";"0";"0";"2015";"2015"
"600157";"0";"0";"0";"0";"0";"2010";"2010"
"002556";"0";"0";"0";"0";"0";"2017";"2017"
"002022";"0";"0";"0";"0";"0";"2010";"2010"
"002022";"0";"0";"0";"0";"0";"2011";"2011"
"000062";"0";"0";"0";"0";"0";"2011";"2011"
"002022";"0";"0";"0";"0";"0";"2013";"2013"
"002022";"0";"0";"0";"0";"0";"2014";"2014"
"600157";"0";"0";"0";"0";"0";"2011";"2011"
"600157";"0";"0";"0";"0";"0";"2013";"2013"
"600157";"0";"0";"0";"0";"0";"2018";"2018"
"600157";"0";"0";"0";"0";"0";"2019";"2019"
"600158";"0";"0";"0";"0";"0";"2009";"2009"
"300294";"0";"0";"0";"0";"0";"2013";"2013"
"300294";"0";"0";"0";"0";"0";"2016";"2016"
"600158";"0";"0";"0";"0";"0";"2010";"2010"
"600158";"0";"0";"0";"0";"0";"2011";"2011"
"002022";"0";"0";"0";"0";"0";"2016";"2016"
"000062";"0";"0";"0";"0";"0";"2012";"2012"
"000062";"0";"0";"0";"0";"0";"2013";"2013"
"000062";"0";"0";"0";"0";"0";"2015";"2015"
"002556";"2";"0";"0";"0";"0";"2018";"2018"
"600158";"0";"0";"0";"0";"0";"2012";"2012"
"002556";"1";"0";"1";"0";"0";"2019";"2019"
"300294";"1";"0";"0";"0";"0";"2017";"2017"
"300295";"0";"0";"0";"0";"0";"2012";"2012"
"002557";"0";"0";"0";"0";"0";"2011";"2011"
"600158";"0";"0";"0";"0";"0";"2013";"2013"
"002022";"0";"0";"0";"0";"0";"2017";"2017"
"600158";"0";"0";"0";"0";"0";"2014";"2014"
"000062";"1";"0";"0";"0";"0";"2016";"2016"
"000062";"1";"0";"0";"0";"0";"2017";"2017"
"600158";"0";"0";"0";"0";"0";"2015";"2015"
"600158";"0";"0";"0";"0";"0";"2016";"2016"
"600158";"1";"0";"0";"0";"0";"2017";"2017"
"600158";"2";"0";"0";"0";"3";"2018";"2018"
"300295";"0";"0";"0";"0";"0";"2013";"2013"
"300295";"0";"0";"0";"0";"0";"2014";"2014"
"300295";"2";"0";"0";"0";"0";"2015";"2015"
"600158";"0";"0";"0";"0";"0";"2019";"2019"
"300295";"0";"0";"0";"0";"0";"2016";"2016"
"300295";"0";"0";"0";"0";"0";"2017";"2017"
"600159";"0";"0";"0";"0";"0";"2010";"2010"
"002557";"0";"0";"0";"0";"0";"2012";"2012"
"002557";"0";"0";"0";"0";"0";"2014";"2014"
"002557";"0";"0";"0";"0";"0";"2015";"2015"
"600159";"0";"0";"0";"0";"0";"2012";"2012"
"600159";"0";"0";"0";"0";"0";"2013";"2013"
"002022";"0";"0";"0";"0";"0";"2018";"2018"
"002023";"0";"0";"0";"0";"0";"2009";"2009"
"000062";"5";"0";"1";"0";"1";"2018";"2018"
"300295";"9";"0";"0";"0";"0";"2018";"2018"
"002557";"0";"0";"0";"0";"0";"2016";"2016"
"600159";"0";"0";"0";"0";"0";"2014";"2014"
"600159";"0";"0";"0";"0";"0";"2016";"2016"
"002023";"0";"0";"0";"0";"0";"2010";"2010"
"002023";"0";"0";"0";"0";"0";"2012";"2012"
"600159";"0";"0";"0";"0";"0";"2017";"2017"
"002557";"0";"0";"0";"0";"0";"2017";"2017"
"600159";"0";"0";"0";"0";"0";"2018";"2018"
"600159";"0";"0";"0";"0";"0";"2019";"2019"
"300295";"9";"0";"0";"0";"0";"2019";"2019"
"300296";"0";"0";"0";"0";"0";"2013";"2013"
"600160";"0";"0";"0";"0";"0";"2009";"2009"
"000062";"13";"0";"0";"0";"1";"2019";"2019"
"000063";"0";"0";"0";"0";"0";"2009";"2009"
"002023";"0";"0";"0";"0";"0";"2013";"2013"
"000063";"0";"0";"5";"0";"0";"2010";"2010"
"000063";"0";"0";"0";"0";"0";"2011";"2011"
"000063";"0";"0";"1";"0";"0";"2012";"2012"
"000063";"0";"0";"2";"0";"0";"2013";"2013"
"000063";"7";"0";"4";"0";"0";"2014";"2014"
"600160";"0";"0";"0";"0";"0";"2012";"2012"
"000063";"6";"0";"7";"0";"3";"2015";"2015"
"002557";"0";"0";"0";"0";"0";"2019";"2019"
"000063";"4";"0";"4";"0";"0";"2016";"2016"
"600160";"0";"0";"0";"0";"0";"2013";"2013"
"002023";"0";"0";"0";"0";"0";"2014";"2014"
"600160";"0";"0";"0";"0";"0";"2014";"2014"
"002558";"0";"0";"0";"0";"0";"2010";"2010"
"300296";"1";"0";"0";"0";"5";"2017";"2017"
"600160";"0";"0";"0";"0";"0";"2015";"2015"
"600160";"0";"0";"0";"0";"0";"2016";"2016"
"300297";"2";"0";"9";"0";"0";"2012";"2012"
"002023";"0";"0";"0";"0";"0";"2016";"2016"
"002558";"6";"0";"2";"0";"1";"2016";"2016"
"000063";"18";"0";"7";"1";"5";"2017";"2017"
"000063";"3";"0";"4";"0";"3";"2018";"2018"
"300297";"8";"0";"13";"0";"0";"2013";"2013"
"000065";"0";"0";"0";"0";"0";"2009";"2009"
"300297";"8";"0";"12";"0";"1";"2018";"2018"
"300298";"0";"0";"0";"0";"2";"2012";"2012"
"300298";"0";"0";"0";"0";"0";"2013";"2013"
"300298";"0";"0";"0";"0";"0";"2014";"2014"
"000065";"0";"0";"0";"0";"0";"2010";"2010"
"300298";"0";"0";"0";"0";"0";"2017";"2017"
"600160";"0";"0";"0";"0";"0";"2017";"2017"
"000065";"0";"0";"0";"0";"0";"2011";"2011"
"300298";"1";"0";"0";"0";"0";"2018";"2018"
"002023";"0";"0";"0";"0";"0";"2017";"2017"
"000065";"0";"0";"0";"0";"0";"2012";"2012"
"002558";"26";"0";"4";"0";"0";"2017";"2017"
"000065";"0";"0";"0";"0";"0";"2013";"2013"
"600160";"0";"0";"0";"0";"0";"2018";"2018"
"600160";"0";"0";"0";"0";"0";"2019";"2019"
"600161";"0";"0";"0";"0";"0";"2009";"2009"
"600161";"0";"0";"0";"0";"0";"2010";"2010"
"002023";"0";"0";"0";"0";"0";"2018";"2018"
"300298";"6";"0";"0";"0";"1";"2019";"2019"
"002558";"31";"0";"2";"0";"0";"2018";"2018"
"600161";"0";"0";"0";"0";"0";"2011";"2011"
"002558";"0";"0";"0";"0";"0";"2019";"2019"
"600161";"0";"0";"0";"0";"0";"2012";"2012"
"300299";"0";"0";"0";"0";"0";"2011";"2011"
"300299";"0";"0";"0";"0";"0";"2013";"2013"
"300299";"4";"0";"0";"0";"0";"2016";"2016"
"002559";"0";"0";"0";"0";"0";"2011";"2011"
"600161";"0";"0";"0";"0";"0";"2013";"2013"
"600161";"0";"0";"0";"0";"0";"2014";"2014"
"600161";"0";"0";"0";"0";"0";"2015";"2015"
"002023";"0";"0";"0";"0";"0";"2019";"2019"
"002559";"0";"0";"0";"0";"0";"2012";"2012"
"002559";"0";"0";"0";"0";"0";"2013";"2013"
"002559";"0";"0";"0";"0";"0";"2014";"2014"
"300299";"4";"0";"0";"0";"0";"2018";"2018"
"002559";"0";"0";"0";"0";"0";"2015";"2015"
"002024";"0";"0";"0";"0";"1";"2009";"2009"
"600161";"0";"0";"0";"0";"0";"2016";"2016"
"002024";"0";"0";"0";"0";"2";"2010";"2010"
"002559";"0";"0";"0";"0";"4";"2016";"2016"
"600161";"0";"0";"0";"0";"0";"2017";"2017"
"600161";"0";"0";"0";"0";"0";"2018";"2018"
"600161";"0";"0";"0";"0";"0";"2019";"2019"
"600162";"0";"0";"0";"0";"0";"2009";"2009"
"600162";"0";"0";"0";"0";"0";"2010";"2010"
"600162";"0";"0";"0";"0";"0";"2011";"2011"
"002024";"0";"0";"3";"0";"0";"2011";"2011"
"002024";"0";"0";"0";"0";"0";"2012";"2012"
"600162";"0";"0";"0";"0";"0";"2012";"2012"
"000065";"0";"0";"0";"0";"0";"2014";"2014"
"002559";"0";"0";"0";"0";"0";"2017";"2017"
"600162";"0";"0";"0";"0";"0";"2013";"2013"
"000065";"0";"0";"0";"0";"0";"2015";"2015"
"002559";"5";"0";"1";"0";"2";"2018";"2018"
"002024";"8";"0";"3";"0";"0";"2013";"2013"
"002024";"6";"0";"0";"0";"0";"2014";"2014"
"600162";"0";"0";"0";"0";"0";"2016";"2016"
"300299";"0";"0";"0";"0";"5";"2019";"2019"
"300300";"0";"0";"0";"0";"1";"2012";"2012"
"300300";"0";"0";"0";"0";"0";"2017";"2017"
"300300";"0";"0";"0";"0";"0";"2018";"2018"
"000065";"0";"0";"0";"0";"0";"2016";"2016"
"300300";"4";"0";"0";"0";"0";"2019";"2019"
"000065";"0";"0";"0";"0";"0";"2017";"2017"
"000065";"0";"0";"0";"0";"0";"2018";"2018"
"002559";"2";"0";"0";"0";"4";"2019";"2019"
"600162";"0";"0";"0";"0";"0";"2018";"2018"
"300301";"0";"0";"0";"0";"0";"2012";"2012"
"002560";"0";"0";"0";"0";"0";"2011";"2011"
"002560";"0";"0";"0";"0";"0";"2012";"2012"
"002024";"11";"0";"4";"0";"1";"2015";"2015"
"000065";"0";"0";"0";"0";"0";"2019";"2019"
"300301";"0";"0";"0";"0";"0";"2015";"2015"
"300301";"0";"0";"0";"0";"0";"2016";"2016"
"002560";"0";"0";"0";"0";"0";"2013";"2013"
"600162";"0";"0";"0";"0";"0";"2019";"2019"
"000066";"0";"0";"0";"0";"1";"2009";"2009"
"600163";"0";"0";"0";"0";"0";"2009";"2009"
"002024";"12";"0";"7";"0";"2";"2016";"2016"
"600163";"0";"0";"0";"0";"0";"2010";"2010"
"000066";"0";"0";"0";"0";"0";"2010";"2010"
"600163";"0";"0";"0";"0";"0";"2011";"2011"
"600163";"0";"0";"0";"0";"0";"2012";"2012"
"002560";"0";"0";"0";"0";"0";"2014";"2014"
"002560";"0";"0";"0";"0";"0";"2015";"2015"
"002560";"0";"0";"0";"0";"0";"2016";"2016"
"300301";"0";"0";"0";"0";"0";"2018";"2018"
"000066";"0";"0";"6";"0";"0";"2011";"2011"
"600163";"0";"0";"0";"0";"0";"2013";"2013"
"300302";"19";"0";"12";"0";"0";"2011";"2011"
"300302";"0";"0";"0";"0";"0";"2012";"2012"
"300302";"0";"0";"0";"0";"0";"2013";"2013"
"600163";"0";"0";"0";"0";"0";"2014";"2014"
"000066";"0";"0";"6";"0";"0";"2012";"2012"
"000066";"1";"0";"1";"0";"0";"2013";"2013"
"000066";"0";"0";"1";"0";"0";"2014";"2014"
"000066";"1";"0";"1";"0";"0";"2015";"2015"
"002560";"0";"0";"0";"0";"0";"2017";"2017"
"300302";"11";"1";"4";"0";"0";"2014";"2014"
"000066";"4";"0";"8";"0";"3";"2016";"2016"
"000066";"1";"0";"1";"0";"0";"2017";"2017"
"600163";"0";"0";"0";"0";"0";"2015";"2015"
"600163";"0";"0";"0";"0";"0";"2016";"2016"
"600163";"0";"0";"0";"0";"0";"2017";"2017"
"600163";"0";"0";"0";"0";"0";"2019";"2019"
"600165";"0";"0";"0";"0";"0";"2009";"2009"
"600165";"0";"0";"0";"0";"0";"2010";"2010"
"000066";"9";"0";"8";"0";"4";"2018";"2018"
"300302";"36";"0";"19";"0";"0";"2016";"2016"
"300302";"5";"0";"4";"0";"1";"2018";"2018"
"002560";"0";"0";"0";"0";"0";"2018";"2018"
"002560";"0";"0";"0";"0";"1";"2019";"2019"
"600165";"0";"0";"0";"0";"0";"2011";"2011"
"600165";"0";"0";"0";"0";"0";"2012";"2012"
"002024";"11";"0";"6";"0";"0";"2018";"2018"
"002024";"1";"0";"0";"0";"3";"2019";"2019"
"002025";"0";"0";"0";"0";"1";"2009";"2009"
"002561";"0";"0";"0";"0";"0";"2011";"2011"
"600165";"0";"0";"0";"0";"0";"2013";"2013"
"002025";"0";"0";"0";"0";"0";"2010";"2010"
"300302";"12";"0";"11";"0";"4";"2019";"2019"
"300303";"0";"0";"0";"0";"0";"2013";"2013"
"300303";"0";"0";"0";"0";"0";"2014";"2014"
"002025";"0";"0";"0";"0";"0";"2011";"2011"
"002025";"0";"0";"0";"0";"0";"2012";"2012"
"002025";"0";"0";"0";"0";"0";"2013";"2013"
"002561";"0";"0";"0";"0";"0";"2012";"2012"
"002025";"0";"0";"0";"0";"0";"2014";"2014"
"600165";"0";"0";"0";"0";"0";"2014";"2014"
"600165";"0";"0";"0";"0";"0";"2018";"2018"
"002561";"0";"0";"0";"0";"0";"2013";"2013"
"002561";"0";"0";"0";"0";"0";"2014";"2014"
"002561";"1";"0";"1";"0";"0";"2016";"2016"
"300303";"0";"0";"0";"0";"0";"2015";"2015"
"002025";"0";"0";"0";"0";"0";"2015";"2015"
"600166";"0";"0";"0";"0";"0";"2010";"2010"
"600166";"0";"0";"0";"0";"4";"2011";"2011"
"000066";"7";"0";"4";"0";"3";"2019";"2019"
"002025";"0";"0";"0";"0";"1";"2016";"2016"
"002025";"1";"0";"0";"0";"6";"2017";"2017"
"002561";"3";"0";"0";"0";"3";"2017";"2017"
"002561";"0";"0";"0";"0";"1";"2018";"2018"
"002561";"2";"0";"0";"0";"7";"2019";"2019"
"300303";"0";"0";"0";"0";"0";"2016";"2016"
"600166";"0";"0";"0";"0";"0";"2012";"2012"
"002025";"1";"0";"0";"0";"2";"2018";"2018"
"002562";"0";"0";"0";"0";"0";"2011";"2011"
"002562";"0";"0";"0";"0";"0";"2012";"2012"
"002025";"3";"0";"1";"0";"0";"2019";"2019"
"002026";"0";"0";"0";"0";"0";"2009";"2009"
"300303";"0";"0";"0";"0";"0";"2017";"2017"
"300303";"0";"0";"0";"0";"0";"2018";"2018"
"600166";"0";"0";"0";"0";"1";"2014";"2014"
"600166";"0";"0";"0";"0";"0";"2015";"2015"
"002562";"0";"0";"0";"0";"0";"2013";"2013"
"002026";"0";"0";"0";"0";"0";"2012";"2012"
"000068";"0";"0";"0";"0";"0";"2009";"2009"
"600166";"0";"0";"0";"0";"0";"2016";"2016"
"600166";"1";"0";"0";"0";"0";"2018";"2018"
"600167";"0";"0";"0";"0";"0";"2009";"2009"
"300303";"0";"0";"0";"0";"1";"2019";"2019"
"300303";"0";"0";"0";"0";"0";"2012";"2012"
"300303";"0";"0";"0";"0";"0";"2011";"2011"
"002562";"0";"0";"0";"0";"0";"2014";"2014"
"002562";"0";"0";"0";"0";"0";"2015";"2015"
"600167";"0";"0";"0";"0";"0";"2010";"2010"
"002026";"0";"0";"0";"0";"0";"2013";"2013"
"002026";"0";"0";"0";"0";"0";"2015";"2015"
"600167";"0";"0";"0";"0";"0";"2011";"2011"
"600167";"0";"0";"0";"0";"0";"2012";"2012"
"300304";"0";"0";"0";"0";"0";"2013";"2013"
"300304";"0";"0";"0";"0";"0";"2014";"2014"
"002562";"0";"0";"0";"0";"0";"2016";"2016"
"600167";"0";"0";"0";"0";"0";"2013";"2013"
"002026";"0";"0";"0";"0";"0";"2016";"2016"
"002027";"0";"0";"0";"0";"0";"2009";"2009"
"600167";"0";"0";"0";"0";"0";"2014";"2014"
"002027";"0";"0";"0";"0";"0";"2010";"2010"
"002027";"0";"0";"0";"0";"0";"2011";"2011"
"300304";"0";"0";"0";"0";"2";"2019";"2019"
"002562";"0";"0";"0";"0";"0";"2017";"2017"
"000068";"0";"0";"0";"0";"0";"2010";"2010"
"600167";"0";"0";"0";"0";"0";"2015";"2015"
"000068";"0";"0";"0";"0";"0";"2011";"2011"
"000068";"0";"0";"0";"0";"0";"2012";"2012"
"000068";"0";"0";"0";"0";"0";"2013";"2013"
"300305";"0";"0";"0";"0";"0";"2012";"2012"
"300305";"0";"0";"0";"0";"0";"2013";"2013"
"300305";"0";"0";"0";"0";"0";"2014";"2014"
"300305";"0";"0";"0";"0";"0";"2016";"2016"
"002027";"0";"0";"0";"0";"0";"2012";"2012"
"300305";"0";"0";"0";"0";"0";"2017";"2017"
"000068";"0";"0";"1";"0";"0";"2014";"2014"
"600167";"0";"0";"0";"0";"0";"2017";"2017"
"002562";"0";"0";"0";"0";"0";"2018";"2018"
"000068";"0";"0";"1";"0";"0";"2015";"2015"
"002562";"0";"0";"0";"0";"0";"2019";"2019"
"300306";"0";"0";"0";"0";"0";"2013";"2013"
"300306";"0";"0";"0";"0";"0";"2014";"2014"
"002027";"0";"0";"0";"0";"0";"2013";"2013"
"002027";"1";"0";"0";"0";"0";"2015";"2015"
"600167";"0";"0";"0";"0";"0";"2018";"2018"
"600167";"0";"0";"0";"0";"0";"2019";"2019"
"002563";"0";"0";"0";"0";"0";"2011";"2011"
"600168";"0";"0";"0";"0";"0";"2009";"2009"
"600168";"0";"0";"0";"0";"0";"2010";"2010"
"000068";"0";"0";"0";"0";"0";"2017";"2017"
"000068";"0";"0";"0";"0";"0";"2018";"2018"
"600168";"0";"0";"0";"0";"0";"2011";"2011"
"300306";"9";"0";"0";"0";"0";"2016";"2016"
"300306";"0";"0";"0";"0";"0";"2017";"2017"
"600168";"0";"0";"0";"0";"0";"2012";"2012"
"002563";"0";"0";"0";"0";"0";"2012";"2012"
"002027";"11";"0";"1";"0";"1";"2016";"2016"
"000068";"0";"0";"0";"0";"0";"2019";"2019"
"600168";"0";"0";"0";"0";"0";"2014";"2014"
"600168";"0";"0";"0";"0";"0";"2015";"2015"
"600168";"0";"0";"0";"0";"0";"2016";"2016"
"300306";"0";"0";"0";"0";"0";"2018";"2018"
"600168";"0";"0";"0";"0";"0";"2017";"2017"
"300306";"0";"0";"0";"0";"0";"2019";"2019"
"300307";"0";"0";"0";"0";"0";"2012";"2012"
"300307";"0";"0";"0";"0";"0";"2013";"2013"
"300307";"0";"0";"0";"0";"0";"2014";"2014"
"300307";"0";"0";"0";"0";"0";"2015";"2015"
"300307";"0";"0";"0";"0";"0";"2016";"2016"
"002563";"0";"0";"0";"0";"0";"2013";"2013"
"002563";"0";"0";"0";"0";"0";"2014";"2014"
"002027";"3";"0";"0";"0";"0";"2017";"2017"
"600168";"0";"0";"0";"0";"0";"2018";"2018"
"002563";"1";"0";"0";"0";"0";"2015";"2015"
"300307";"0";"0";"0";"1";"0";"2017";"2017"
"300307";"0";"0";"0";"0";"0";"2018";"2018"
"300307";"0";"0";"0";"0";"0";"2019";"2019"
"300308";"0";"0";"0";"0";"0";"2012";"2012"
"002027";"4";"0";"3";"0";"4";"2018";"2018"
"002563";"0";"0";"0";"0";"0";"2016";"2016"
"600168";"0";"0";"0";"0";"0";"2019";"2019"
"300308";"0";"0";"0";"0";"2";"2013";"2013"
"000069";"0";"0";"0";"0";"0";"2009";"2009"
"600169";"0";"0";"0";"0";"0";"2009";"2009"
"300308";"0";"0";"0";"0";"2";"2014";"2014"
"000069";"0";"0";"0";"0";"0";"2010";"2010"
"600169";"0";"0";"0";"0";"0";"2010";"2010"
"300308";"0";"0";"0";"0";"0";"2017";"2017"
"600169";"0";"0";"0";"0";"0";"2011";"2011"
"000069";"0";"0";"0";"0";"0";"2011";"2011"
"300309";"0";"0";"0";"0";"0";"2012";"2012"
"600169";"0";"0";"0";"0";"0";"2012";"2012"
"002563";"1";"0";"0";"0";"7";"2017";"2017"
"002027";"6";"0";"5";"0";"5";"2019";"2019"
"600169";"0";"0";"0";"0";"1";"2013";"2013"
"600169";"0";"0";"0";"0";"0";"2014";"2014"
"600169";"0";"0";"0";"0";"0";"2015";"2015"
"002028";"0";"0";"0";"0";"10";"2009";"2009"
"600169";"0";"0";"0";"0";"0";"2017";"2017"
"002028";"0";"0";"0";"0";"3";"2010";"2010"
"300309";"0";"0";"0";"0";"0";"2013";"2013"
"300309";"0";"0";"0";"0";"0";"2019";"2019"
"300310";"2";"0";"0";"0";"0";"2013";"2013"
"000069";"0";"0";"0";"0";"0";"2012";"2012"
"300310";"3";"0";"0";"0";"0";"2019";"2019"
"002028";"0";"0";"0";"0";"3";"2012";"2012"
"002028";"0";"0";"0";"0";"0";"2014";"2014"
"600169";"0";"0";"0";"0";"0";"2018";"2018"
"300311";"0";"0";"3";"0";"0";"2012";"2012"
"002028";"0";"0";"0";"0";"4";"2015";"2015"
"002028";"0";"0";"0";"0";"0";"2018";"2018"
"300311";"0";"0";"0";"0";"0";"2014";"2014"
"002563";"2";"0";"0";"0";"17";"2018";"2018"
"002029";"0";"0";"0";"0";"0";"2010";"2010"
"002029";"0";"0";"0";"0";"0";"2011";"2011"
"000069";"0";"0";"1";"0";"0";"2013";"2013"
"300311";"2";"0";"3";"0";"0";"2015";"2015"
"600169";"0";"0";"0";"0";"0";"2019";"2019"
"600170";"0";"0";"0";"0";"0";"2009";"2009"
"002029";"0";"0";"0";"0";"0";"2014";"2014"
"002029";"0";"0";"0";"0";"0";"2015";"2015"
"300311";"1";"0";"2";"0";"0";"2016";"2016"
"300311";"16";"0";"1";"0";"0";"2017";"2017"
"600170";"0";"0";"0";"0";"0";"2010";"2010"
"002563";"2";"0";"0";"0";"18";"2019";"2019"
"600170";"0";"0";"0";"0";"0";"2011";"2011"
"000069";"1";"0";"0";"0";"0";"2015";"2015"
"600170";"0";"0";"0";"0";"0";"2012";"2012"
"002564";"0";"0";"0";"0";"0";"2010";"2010"
"002564";"0";"0";"0";"0";"0";"2012";"2012"
"300311";"19";"0";"6";"0";"0";"2018";"2018"
"600170";"0";"0";"1";"0";"0";"2013";"2013"
"002029";"0";"0";"0";"0";"0";"2017";"2017"
"600170";"0";"0";"0";"0";"0";"2014";"2014"
"002029";"1";"0";"0";"0";"0";"2018";"2018"
"000069";"1";"0";"0";"0";"0";"2016";"2016"
"002564";"0";"0";"0";"0";"0";"2013";"2013"
"002564";"1";"0";"1";"0";"0";"2014";"2014"
"002564";"0";"0";"0";"0";"0";"2019";"2019"
"600170";"0";"0";"0";"0";"0";"2015";"2015"
"300311";"21";"0";"8";"0";"0";"2019";"2019"
"000069";"1";"0";"0";"0";"0";"2017";"2017"
"002029";"0";"0";"0";"0";"0";"2019";"2019"
"002030";"0";"0";"0";"0";"0";"2009";"2009"
"002030";"0";"0";"0";"0";"0";"2010";"2010"
"002030";"0";"0";"0";"0";"0";"2012";"2012"
"600170";"0";"0";"0";"0";"0";"2016";"2016"
"002565";"0";"0";"0";"0";"0";"2011";"2011"
"002565";"0";"0";"0";"0";"0";"2013";"2013"
"002565";"0";"0";"0";"0";"0";"2014";"2014"
"002030";"0";"0";"0";"0";"0";"2013";"2013"
"002030";"0";"0";"0";"0";"0";"2014";"2014"
"002565";"0";"0";"1";"0";"0";"2016";"2016"
"600170";"0";"0";"0";"0";"0";"2017";"2017"
"002030";"0";"0";"0";"0";"0";"2015";"2015"
"002030";"0";"0";"0";"0";"0";"2016";"2016"
"002030";"0";"0";"0";"0";"0";"2017";"2017"
"002565";"0";"0";"1";"0";"0";"2018";"2018"
"002565";"0";"0";"0";"0";"0";"2019";"2019"
"002030";"0";"0";"0";"0";"0";"2019";"2019"
"002031";"0";"0";"0";"0";"0";"2010";"2010"
"002566";"0";"0";"0";"0";"0";"2011";"2011"
"002566";"0";"0";"0";"0";"0";"2012";"2012"
"300314";"0";"0";"0";"0";"0";"2012";"2012"
"300314";"0";"0";"0";"0";"0";"2013";"2013"
"300314";"0";"0";"0";"0";"0";"2014";"2014"
"300314";"0";"0";"0";"0";"0";"2015";"2015"
"002031";"0";"0";"0";"0";"0";"2011";"2011"
"002031";"0";"0";"0";"0";"0";"2012";"2012"
"002566";"0";"0";"0";"0";"0";"2013";"2013"
"300314";"0";"0";"0";"0";"0";"2016";"2016"
"002031";"0";"0";"0";"0";"2";"2013";"2013"
"002031";"3";"0";"1";"0";"0";"2015";"2015"
"002566";"0";"0";"0";"0";"0";"2018";"2018"
"600170";"0";"0";"0";"0";"0";"2018";"2018"
"002567";"0";"0";"0";"0";"0";"2011";"2011"
"002567";"0";"0";"0";"0";"0";"2012";"2012"
"600170";"0";"0";"0";"0";"0";"2019";"2019"
"300314";"1";"0";"0";"0";"0";"2017";"2017"
"300314";"0";"0";"0";"0";"0";"2018";"2018"
"600171";"0";"0";"0";"0";"0";"2009";"2009"
"600171";"0";"0";"0";"0";"0";"2010";"2010"
"600171";"0";"0";"0";"0";"0";"2011";"2011"
"600171";"0";"0";"0";"0";"0";"2012";"2012"
"600171";"0";"0";"0";"0";"0";"2013";"2013"
"300314";"0";"0";"1";"0";"0";"2019";"2019"
"300315";"0";"0";"0";"0";"0";"2013";"2013"
"300315";"0";"0";"0";"0";"0";"2015";"2015"
"002031";"4";"0";"0";"0";"1";"2016";"2016"
"002031";"0";"0";"0";"0";"1";"2017";"2017"
"600171";"0";"0";"0";"0";"0";"2015";"2015"
"002567";"0";"0";"0";"0";"0";"2013";"2013"
"600171";"0";"0";"0";"0";"0";"2016";"2016"
"600171";"1";"0";"1";"0";"0";"2017";"2017"
"002031";"1";"0";"0";"0";"2";"2018";"2018"
"300315";"0";"0";"0";"0";"0";"2016";"2016"
"002567";"1";"0";"0";"0";"0";"2014";"2014"
"600171";"0";"0";"0";"0";"0";"2018";"2018"
"000069";"0";"0";"0";"0";"0";"2018";"2018"
"000070";"0";"0";"0";"0";"0";"2009";"2009"
"000070";"0";"0";"0";"0";"0";"2011";"2011"
"600171";"0";"0";"0";"0";"0";"2019";"2019"
"600172";"0";"0";"0";"0";"0";"2009";"2009"
"000070";"0";"0";"0";"0";"0";"2012";"2012"
"000070";"0";"0";"1";"0";"0";"2013";"2013"
"000070";"1";"0";"0";"0";"0";"2014";"2014"
"002031";"0";"0";"0";"0";"1";"2019";"2019"
"600172";"0";"0";"0";"0";"0";"2010";"2010"
"000070";"0";"0";"1";"0";"0";"2015";"2015"
"300315";"0";"0";"0";"0";"0";"2017";"2017"
"002032";"0";"0";"0";"0";"0";"2009";"2009"
"300315";"0";"0";"0";"0";"0";"2018";"2018"
"600172";"0";"0";"0";"0";"0";"2011";"2011"
"002032";"0";"0";"0";"0";"0";"2010";"2010"
"002032";"0";"0";"0";"0";"0";"2011";"2011"
"600172";"0";"0";"0";"0";"0";"2015";"2015"
"600172";"0";"0";"0";"0";"0";"2016";"2016"
"600172";"0";"0";"0";"0";"0";"2017";"2017"
"600172";"0";"0";"0";"0";"0";"2018";"2018"
"600173";"0";"0";"0";"0";"0";"2009";"2009"
"000070";"1";"0";"0";"0";"0";"2016";"2016"
"600173";"0";"0";"0";"0";"0";"2010";"2010"
"600173";"0";"0";"0";"0";"0";"2011";"2011"
"600173";"0";"0";"0";"0";"0";"2012";"2012"
"002568";"0";"0";"0";"0";"0";"2011";"2011"
"002032";"0";"0";"0";"0";"0";"2012";"2012"
"000070";"1";"0";"0";"0";"0";"2017";"2017"
"300315";"0";"0";"3";"0";"0";"2019";"2019"
"600173";"0";"0";"0";"0";"0";"2013";"2013"
"002568";"0";"0";"0";"0";"0";"2012";"2012"
"300316";"0";"0";"0";"0";"0";"2012";"2012"
"300316";"0";"0";"0";"0";"0";"2013";"2013"
"600173";"0";"0";"0";"0";"0";"2014";"2014"
"600173";"0";"0";"0";"0";"0";"2015";"2015"
"002032";"0";"0";"0";"0";"0";"2014";"2014"
"002568";"0";"0";"0";"0";"0";"2013";"2013"
"300316";"0";"0";"0";"0";"2";"2014";"2014"
"600173";"0";"0";"0";"0";"0";"2016";"2016"
"002032";"0";"0";"0";"0";"0";"2015";"2015"
"002032";"0";"0";"0";"0";"0";"2018";"2018"
"002033";"0";"0";"0";"0";"0";"2009";"2009"
"000070";"3";"0";"1";"0";"0";"2019";"2019"
"002033";"0";"0";"0";"0";"0";"2010";"2010"
"002568";"0";"0";"0";"0";"0";"2014";"2014"
"002568";"0";"0";"0";"0";"0";"2015";"2015"
"002568";"0";"0";"0";"0";"0";"2016";"2016"
