"tuobinQ";"ts_code";"time"
"1.628717";"000816";"2016"
"1.173564";"000816";"2017"
"0.791362";"000816";"2018"
"0.943382";"000816";"2019"
"1.536036";"000818";"2009"
"1.158775";"000818";"2011"
"1.121615";"000818";"2012"
"0.996967";"000818";"2013"
"1.339028";"000818";"2014"
"2.643842";"000818";"2015"
"3.411273";"000818";"2016"
"2.672701";"000818";"2017"
"1.898317";"000818";"2018"
"3.430195";"000818";"2019"
"5.484843";"000819";"2009"
"6.944282";"000819";"2010"
"4.224483";"000819";"2011"
"3.811141";"000819";"2012"
"5.369908";"000819";"2013"
"5.046159";"000819";"2014"
"11.42174";"000819";"2015"
"8.321374";"000819";"2016"
"4.312677";"000819";"2017"
"2.899995";"000819";"2018"
"2.537825";"000819";"2019"
"1.754578";"000820";"2009"
"2.542303";"000820";"2010"
"3.741968";"000820";"2013"
"2.977193";"000820";"2014"
"5.79794";"000820";"2015"
"6.160428";"000820";"2016"
"1.921109";"000820";"2018"
"22.052023";"000820";"2019"
"1.948023";"000821";"2009"
"2.243987";"000821";"2010"
"1.168858";"000821";"2011"
"1.145119";"000821";"2012"
"1.079647";"000821";"2013"
"2.121369";"000821";"2014"
"2.55833";"000821";"2015"
"2.445685";"000821";"2016"
"1.972197";"000821";"2017"
"1.187423";"000821";"2018"
"1.202798";"000821";"2019"
"1.462431";"000822";"2009"
"1.357652";"000822";"2010"
"1.14387";"000822";"2011"
"1.047519";"000822";"2012"
"1.165214";"000822";"2013"
"1.613705";"000822";"2014"
"2.175969";"000822";"2015"
"2.119509";"000822";"2016"
"2.22995";"000822";"2017"
"1.217761";"000822";"2018"
"1.23539";"000822";"2019"
"1.560629";"000823";"2009"
"2.018553";"000823";"2010"
"1.275099";"000823";"2011"
"1.555787";"000823";"2012"
"1.342444";"000823";"2013"
"1.467533";"000823";"2014"
"1.668488";"000823";"2015"
"1.706681";"000823";"2016"
"1.740863";"000823";"2017"
"1.086564";"000823";"2018"
"1.576853";"000823";"2019"
"1.212871";"000825";"2009"
"1.047259";"000825";"2010"
"0.942093";"000825";"2011"
"0.923137";"000825";"2012"
"0.849848";"000825";"2013"
"1.053306";"000825";"2014"
"1.017428";"000825";"2015"
"0.990546";"000825";"2016"
"1.004481";"000825";"2017"
"0.899169";"000825";"2018"
"0.871257";"000825";"2019"
"2.107847";"000826";"2009"
"3.349645";"000826";"2010"
"3.234282";"000826";"2011"
"2.660044";"000826";"2012"
"3.345771";"000826";"2013"
"2.854332";"000826";"2014"
"2.710045";"000826";"2015"
"1.855829";"000826";"2016"
"1.465279";"000826";"2017"
"0.988758";"000826";"2018"
"0.930783";"000826";"2019"
"1.672908";"000828";"2009"
"1.56204";"000828";"2010"
"1.294536";"000828";"2011"
"1.274278";"000828";"2012"
"1.232286";"000828";"2013"
"1.735687";"000828";"2014"
"2.0356";"000828";"2015"
"1.891982";"000828";"2016"
"1.574068";"000828";"2017"
"1.108433";"000828";"2018"
"1.098576";"000828";"2019"
"2.193702";"000829";"2009"
"1.958411";"000829";"2010"
"1.262267";"000829";"2011"
"1.08322";"000829";"2012"
"1.323005";"000829";"2013"
"1.45155";"000829";"2014"
"1.454547";"000829";"2017"
"1.235303";"000829";"2018"
"1.263344";"000829";"2019"
"1.475295";"000830";"2009"
"1.339687";"000830";"2010"
"1.195517";"000830";"2011"
"1.034883";"000830";"2012"
"1.024504";"000830";"2013"
"1.097361";"000830";"2014"
"1.09778";"000830";"2015"
"0.981943";"000830";"2016"
"1.461602";"000830";"2017"
"1.121237";"000830";"2018"
"1.134957";"000830";"2019"
"2.874577";"000831";"2009"
"2.593297";"000831";"2010"
"5.384085";"000831";"2013"
"8.791607";"000831";"2014"
"7.160094";"000831";"2015"
"5.517612";"000831";"2016"
"5.616987";"000831";"2017"
"3.523335";"000831";"2018"
"4.762479";"000831";"2019"
"2.606698";"000833";"2009"
"3.061471";"000833";"2010"
"1.956152";"000833";"2011"
"1.68149";"000833";"2012"
"2.021861";"000833";"2013"
"2.39717";"000833";"2014"
"1.699072";"000833";"2016"
"1.308543";"000833";"2017"
"1.045665";"000833";"2018"
"1.076065";"000833";"2019"
"4.737519";"000835";"2009"
"5.561963";"000835";"2010"
"2.751804";"000835";"2011"
"3.441038";"000835";"2012"
"3.1197";"000835";"2013"
"6.574363";"000835";"2014"
"5.388461";"000835";"2015"
"3.646903";"000835";"2016"
"2.332908";"000835";"2017"
"2.438257";"000835";"2018"
"4.575534";"000835";"2019"
"1.541694";"000836";"2009"
"1.699314";"000836";"2010"
"1.148156";"000836";"2011"
"1.130019";"000836";"2012"
"1.259957";"000836";"2013"
"1.649568";"000836";"2014"
"3.528109";"000836";"2016"
"2.101039";"000836";"2017"
"1.976723";"000836";"2018"
"2.238315";"000836";"2019"
"2.380696";"000837";"2009"
"2.936691";"000837";"2010"
"1.68616";"000837";"2011"
"1.356338";"000837";"2012"
"1.625576";"000837";"2013"
"1.244854";"000837";"2014"
"1.678593";"000837";"2015"
"1.210826";"000837";"2016"
"1.062597";"000837";"2017"
"0.946517";"000837";"2018"
"1.00407";"000837";"2019"
"2.195153";"000838";"2009"
"3.024104";"000838";"2010"
"1.591056";"000838";"2011"
"1.739016";"000838";"2012"
"1.344223";"000838";"2013"
"1.423673";"000838";"2014"
"2.22024";"000838";"2015"
"1.901998";"000838";"2016"
"1.30307";"000838";"2017"
"1.057408";"000838";"2018"
"1.031202";"000838";"2019"
"2.59605";"000839";"2009"
"2.22379";"000839";"2010"
"1.461948";"000839";"2011"
"1.364448";"000839";"2012"
"1.422545";"000839";"2013"
"1.956376";"000839";"2014"
"3.269865";"000839";"2015"
"2.971418";"000839";"2016"
"2.793343";"000839";"2017"
"1.225858";"000839";"2018"
"1.295065";"000839";"2019"
"4.891616";"000848";"2009"
"6.156695";"000848";"2010"
"3.924087";"000848";"2011"
"4.025064";"000848";"2012"
"5.678454";"000848";"2013"
"6.236706";"000848";"2014"
"5.30025";"000848";"2015"
"3.88684";"000848";"2016"
"3.568771";"000848";"2017"
"3.078834";"000848";"2018"
"2.825498";"000848";"2019"
"1.51927";"000850";"2009"
"1.128207";"000850";"2010"
"1.420844";"000850";"2011"
"1.203587";"000850";"2012"
"1.205921";"000850";"2013"
"1.49064";"000850";"2014"
"1.329644";"000850";"2015"
"1.110919";"000850";"2016"
"0.954815";"000850";"2017"
"0.833739";"000850";"2018"
"0.928856";"000850";"2019"
"2.062983";"000851";"2009"
"2.289211";"000851";"2010"
"1.475738";"000851";"2011"
"1.1897";"000851";"2012"
"1.452804";"000851";"2013"
"1.509733";"000851";"2014"
"1.808396";"000851";"2015"
"1.429712";"000851";"2016"
"1.22657";"000851";"2017"
"1.043823";"000851";"2018"
"1.137312";"000851";"2019"
"1.825312";"000852";"2009"
"1.68378";"000852";"2010"
"1.455598";"000852";"2011"
"1.66459";"000852";"2012"
"1.780623";"000852";"2013"
"2.00762";"000852";"2014"
"1.843458";"000852";"2015"
"1.712852";"000852";"2016"
"1.557023";"000852";"2017"
"1.30159";"000852";"2018"
"1.336594";"000852";"2019"
"2.086514";"000856";"2009"
"2.363743";"000856";"2010"
"1.400144";"000856";"2011"
"1.263696";"000856";"2012"
"1.168534";"000856";"2013"
"1.28956";"000856";"2014"
"2.338448";"000856";"2015"
"2.947469";"000856";"2016"
"3.329762";"000856";"2017"
"2.366953";"000856";"2018"
"1.864755";"000856";"2019"
"6.064387";"000858";"2009"
"4.943535";"000858";"2010"
"3.738001";"000858";"2011"
"2.671482";"000858";"2012"
"1.508126";"000858";"2013"
"1.889409";"000858";"2014"
"2.126699";"000858";"2015"
"2.329719";"000858";"2016"
"4.504289";"000858";"2017"
"2.503577";"000858";"2018"
"5.045799";"000858";"2019"
"2.195385";"000859";"2009"
"2.273831";"000859";"2010"
"1.555505";"000859";"2011"
"1.558192";"000859";"2012"
"1.433248";"000859";"2013"
"1.74544";"000859";"2014"
"2.792734";"000859";"2015"
"2.336687";"000859";"2016"
"1.750443";"000859";"2017"
"1.242453";"000859";"2018"
"2.186434";"000859";"2019"
"1.343557";"000860";"2009"
"1.723129";"000860";"2010"
"1.303992";"000860";"2011"
"1.225266";"000860";"2012"
"1.258127";"000860";"2013"
"1.270634";"000860";"2014"
"1.41272";"000860";"2015"
"1.317089";"000860";"2016"
"1.208226";"000860";"2017"
"1.527302";"000860";"2018"
"2.435685";"000860";"2019"
"2.056028";"000861";"2009"
"1.883932";"000861";"2010"
"1.493962";"000861";"2011"
"1.539846";"000861";"2012"
"1.282046";"000861";"2013"
"1.682453";"000861";"2014"
"2.549614";"000861";"2015"
"1.58909";"000861";"2016"
"1.21484";"000861";"2017"
"1.158366";"000861";"2018"
"1.133536";"000861";"2019"
"2.436841";"000862";"2009"
"1.801085";"000862";"2010"
"1.231118";"000862";"2011"
"1.225351";"000862";"2012"
"1.29915";"000862";"2013"
"1.123862";"000862";"2014"
"1.201497";"000862";"2015"
"1.102873";"000862";"2016"
"1.035502";"000862";"2017"
"0.960219";"000862";"2018"
"1.068654";"000862";"2019"
"1.146392";"000863";"2012"
"1.066053";"000863";"2013"
"1.059919";"000863";"2014"
"1.580611";"000863";"2015"
"1.243248";"000863";"2016"
"1.04868";"000863";"2017"
"0.989107";"000863";"2018"
"1.044414";"000863";"2019"
"2.382804";"000868";"2009"
"1.925827";"000868";"2010"
"1.228952";"000868";"2011"
"1.38094";"000868";"2012"
"1.296006";"000868";"2013"
"1.516297";"000868";"2014"
"1.844004";"000868";"2015"
"1.347386";"000868";"2016"
"1.582377";"000868";"2017"
"1.300456";"000868";"2018"
"1.617724";"000868";"2019"
"4.248076";"000869";"2009"
"4.879144";"000869";"2010"
"7.138257";"000869";"2011"
"3.935603";"000869";"2012"
"2.322061";"000869";"2013"
"2.513639";"000869";"2014"
"2.784844";"000869";"2015"
"2.061014";"000869";"2016"
"1.932455";"000869";"2017"
"1.373843";"000869";"2018"
"1.414639";"000869";"2019"
"1.165759";"000875";"2009"
"1.065133";"000875";"2010"
"0.977783";"000875";"2011"
"0.993761";"000875";"2012"
"0.992221";"000875";"2013"
"1.059748";"000875";"2014"
"1.288131";"000875";"2015"
"1.02531";"000875";"2016"
"0.9979";"000875";"2017"
"0.883511";"000875";"2018"
"0.913022";"000875";"2019"
"1.671808";"000876";"2009"
"2.22705";"000876";"2010"
"1.361948";"000876";"2011"
"1.180602";"000876";"2012"
"1.170258";"000876";"2013"
"1.180961";"000876";"2014"
"1.177569";"000876";"2016"
"1.120446";"000876";"2017"
"1.069342";"000876";"2018"
"1.797899";"000876";"2019"
"1.593621";"000877";"2009"
"1.613217";"000877";"2010"
"1.159998";"000877";"2011"
"1.032338";"000877";"2012"
"0.879391";"000877";"2013"
"1.043296";"000877";"2014"
"0.982128";"000877";"2015"
"0.968838";"000877";"2016"
"1.119985";"000877";"2017"
"0.915109";"000877";"2018"
"1.125742";"000877";"2019"
"2.0201";"000878";"2009"
"1.908511";"000878";"2010"
"1.425622";"000878";"2011"
"1.417588";"000878";"2012"
"1.212227";"000878";"2013"
"1.539444";"000878";"2014"
"1.570807";"000878";"2015"
"1.438675";"000878";"2016"
"1.467324";"000878";"2017"
"1.003315";"000878";"2018"
"1.218169";"000878";"2019"
"1.987844";"000880";"2009"
"1.771042";"000880";"2010"
"1.282723";"000880";"2011"
"1.195199";"000880";"2012"
"1.153422";"000880";"2013"
"1.262505";"000880";"2014"
"1.464427";"000880";"2015"
"1.398851";"000880";"2016"
"1.163077";"000880";"2017"
"1.077496";"000880";"2018"
"1.080858";"000880";"2019"
"1.292538";"000881";"2009"
"1.29312";"000881";"2010"
"1.050674";"000881";"2011"
"1.017597";"000881";"2012"
"0.95894";"000881";"2013"
"1.040792";"000881";"2014"
"2.019655";"000881";"2015"
"1.289258";"000881";"2016"
"1.207766";"000881";"2017"
"1.021333";"000881";"2018"
"1.009481";"000881";"2019"
"1.511324";"000882";"2009"
"1.125471";"000882";"2010"
"1.025008";"000882";"2011"
"0.968799";"000882";"2012"
"0.706305";"000882";"2013"
"1.088794";"000882";"2014"
"1.376448";"000882";"2015"
"1.308621";"000882";"2016"
"1.025808";"000882";"2017"
"0.876267";"000882";"2018"
"0.865079";"000882";"2019"
"1.185325";"000883";"2009"
"1.045738";"000883";"2010"
"1.000712";"000883";"2011"
"1.024123";"000883";"2012"
"1.08163";"000883";"2013"
"1.29644";"000883";"2015"
"1.065911";"000883";"2016"
"1.034291";"000883";"2017"
"0.906493";"000883";"2018"
"0.893015";"000883";"2019"
"1.144189";"000885";"2009"
"1.086465";"000885";"2010"
"1.058865";"000885";"2011"
"1.33539";"000885";"2012"
"1.082307";"000885";"2013"
"1.381855";"000885";"2014"
"1.615269";"000885";"2015"
"1.874872";"000885";"2016"
"1.60204";"000885";"2017"
"1.113329";"000885";"2018"
"1.236436";"000885";"2019"
"2.124197";"000886";"2009"
"2.227826";"000886";"2010"
"1.180503";"000886";"2011"
"1.31853";"000886";"2012"
"1.359637";"000886";"2013"
"1.628634";"000886";"2014"
"2.421294";"000886";"2015"
"1.798939";"000886";"2016"
"2.436997";"000886";"2017"
"1.276529";"000886";"2018"
"1.396899";"000886";"2019"
"1.927021";"000887";"2009"
"4.924034";"000887";"2010"
"2.705755";"000887";"2011"
"1.905149";"000887";"2012"
"2.543819";"000887";"2013"
"3.266915";"000887";"2014"
"4.010298";"000887";"2015"
"1.943234";"000887";"2017"
"1.244473";"000887";"2018"
"1.115202";"000887";"2019"
"2.307702";"000888";"2009"
"2.927257";"000888";"2010"
"2.949636";"000888";"2011"
"3.453868";"000888";"2012"
"2.528105";"000888";"2013"
"2.476926";"000888";"2014"
"3.370969";"000888";"2015"
"2.603452";"000888";"2016"
"2.280236";"000888";"2017"
"1.211237";"000888";"2018"
"1.295274";"000888";"2019"
"2.500932";"000889";"2009"
"2.932125";"000889";"2010"
"1.661641";"000889";"2011"
"1.555436";"000889";"2012"
"1.502937";"000889";"2013"
"1.75934";"000889";"2014"
"2.609208";"000889";"2015"
"2.686417";"000889";"2016"
"2.747489";"000889";"2017"
"1.562142";"000889";"2018"
"1.935225";"000889";"2019"
"1.366654";"000890";"2009"
"1.369775";"000890";"2010"
"1.120444";"000890";"2011"
"1.093615";"000890";"2012"
"1.121201";"000890";"2013"
"1.544597";"000890";"2014"
"2.369";"000890";"2015"
"1.416051";"000890";"2016"
"1.162609";"000890";"2017"
"1.135198";"000890";"2018"
"1.46545";"000890";"2019"
"14810.305995";"000892";"2009"
"1752.704971";"000892";"2010"
"175.001417";"000892";"2011"
"172.838642";"000892";"2012"
"259.145916";"000892";"2013"
"715.94479";"000892";"2014"
"729.629281";"000892";"2015"
"2.209543";"000892";"2016"
"1.442334";"000892";"2017"
"1.135073";"000892";"2018"
"1.349496";"000892";"2019"
"2.332083";"000893";"2009"
"1.581701";"000893";"2010"
"1.664502";"000893";"2011"
"1.323969";"000893";"2012"
"1.45578";"000893";"2013"
"1.453175";"000893";"2014"
"1.647297";"000893";"2015"
"1.42031";"000893";"2016"
"1.41299";"000893";"2017"
"0.922611";"000893";"2018"
"1.084854";"000893";"2019"
"3.400538";"000895";"2009"
"8.214559";"000895";"2010"
"5.853296";"000895";"2011"
"2.687012";"000895";"2012"
"3.470697";"000895";"2013"
"2.329177";"000895";"2014"
"2.19537";"000895";"2015"
"3.528216";"000895";"2016"
"4.116597";"000895";"2017"
"3.856059";"000895";"2018"
"1.7354";"000895";"2019"
"1.820575";"000897";"2009"
"1.786474";"000897";"2010"
"1.171109";"000897";"2011"
"1.17864";"000897";"2012"
"1.808186";"000897";"2013"
"2.496504";"000897";"2014"
"2.21647";"000897";"2015"
"1.798292";"000897";"2016"
"1.67733";"000897";"2017"
"1.371452";"000897";"2018"
"1.304135";"000897";"2019"
"1.153333";"000898";"2009"
"1.001379";"000898";"2010"
"0.84001";"000898";"2011"
"0.83077";"000898";"2012"
"0.781575";"000898";"2013"
"0.965535";"000898";"2014"
"0.912022";"000898";"2015"
"0.914838";"000898";"2016"
"0.957649";"000898";"2017"
"0.855076";"000898";"2018"
"0.796344";"000898";"2019"
"1.230878";"000899";"2009"
"1.160146";"000899";"2010"
"1.102905";"000899";"2011"
"1.109223";"000899";"2012"
"1.216026";"000899";"2013"
"1.330416";"000899";"2014"
"1.697255";"000899";"2015"
"1.322973";"000899";"2016"
"1.119275";"000899";"2017"
"0.966456";"000899";"2018"
"0.993952";"000899";"2019"
"2.067086";"000900";"2009"
"1.59173";"000900";"2010"
"0.985457";"000900";"2011"
"0.969641";"000900";"2012"
"0.955295";"000900";"2013"
"1.028428";"000900";"2014"
"1.076149";"000900";"2015"
"1.01023";"000900";"2016"
"0.847202";"000900";"2018"
"0.880966";"000900";"2019"
"7.179002";"000901";"2009"
"3.797157";"000901";"2010"
"2.737541";"000901";"2011"
"1.980251";"000901";"2012"
"2.780984";"000901";"2013"
"5.450039";"000901";"2014"
"2.34326";"000901";"2016"
"1.822085";"000901";"2017"
"1.178603";"000901";"2018"
"1.338652";"000901";"2019"
"1.722893";"000902";"2009"
"2.439594";"000902";"2010"
"1.924853";"000902";"2011"
"2.307273";"000902";"2012"
"2.70899";"000902";"2013"
"1.541719";"000902";"2014"
"1.846231";"000902";"2015"
"1.55113";"000902";"2016"
"1.708697";"000902";"2017"
"1.530813";"000902";"2018"
"1.33422";"000902";"2019"
"1.370174";"000903";"2009"
"1.550303";"000903";"2010"
"1.023704";"000903";"2011"
"1.060125";"000903";"2012"
"1.080797";"000903";"2013"
"1.247561";"000903";"2014"
"1.411876";"000903";"2015"
"1.333935";"000903";"2016"
"1.115832";"000903";"2017"
"0.939391";"000903";"2018"
"0.960215";"000903";"2019"
"1.42875";"000905";"2009"
"1.31162";"000905";"2010"
"1.284742";"000905";"2011"
"1.280179";"000905";"2012"
"1.379273";"000905";"2013"
"2.067845";"000905";"2014"
"1.774165";"000905";"2015"
"1.300106";"000905";"2016"
"1.255696";"000905";"2017"
"0.954632";"000905";"2018"
"0.951339";"000905";"2019"
"1.397646";"000906";"2009"
"1.166314";"000906";"2010"
"1.064949";"000906";"2011"
"1.035124";"000906";"2012"
"1.236914";"000906";"2013"
"1.637131";"000906";"2015"
"1.448226";"000906";"2016"
"1.078686";"000906";"2017"
"1.030557";"000906";"2018"
"1.038978";"000906";"2019"
"2.560469";"000908";"2009"
"3.218055";"000908";"2010"
"4.087463";"000908";"2011"
"7.11606";"000908";"2012"
"8.175875";"000908";"2013"
"2.902561";"000908";"2014"
"1.954019";"000908";"2015"
"1.699794";"000908";"2016"
"1.35228";"000908";"2017"
"1.160475";"000908";"2018"
"1.260857";"000908";"2019"
"2.041164";"000909";"2009"
"1.509073";"000909";"2010"
"1.194299";"000909";"2011"
"1.169804";"000909";"2012"
"1.18483";"000909";"2013"
"1.285314";"000909";"2014"
"2.047661";"000909";"2015"
"1.729916";"000909";"2016"
"1.487515";"000909";"2017"
"1.250033";"000909";"2018"
"1.354453";"000909";"2019"
"1.445738";"000910";"2009"
"1.204512";"000910";"2010"
"0.972531";"000910";"2011"
"0.94895";"000910";"2012"
"0.941423";"000910";"2013"
"1.083025";"000910";"2014"
"1.973206";"000910";"2015"
"2.191168";"000910";"2016"
"2.358197";"000910";"2017"
"1.17058";"000910";"2018"
"1.306712";"000910";"2019"
"2.331605";"000911";"2009"
"2.212329";"000911";"2010"
"1.376759";"000911";"2011"
"1.19488";"000911";"2012"
"1.073085";"000911";"2013"
"1.309568";"000911";"2014"
"1.587074";"000911";"2015"
"1.62408";"000911";"2016"
"1.218941";"000911";"2017"
"1.299063";"000911";"2018"
"1.336572";"000911";"2019"
"1.153364";"000912";"2009"
"1.064728";"000912";"2010"
"1.007891";"000912";"2011"
"0.996718";"000912";"2012"
"0.997905";"000912";"2013"
"1.098236";"000912";"2014"
"1.42684";"000912";"2015"
"1.993958";"000912";"2016"
"1.797128";"000912";"2017"
"1.382578";"000912";"2018"
"1.373015";"000912";"2019"
"1.914757";"000913";"2009"
"1.565108";"000913";"2010"
"1.134844";"000913";"2011"
"0.884299";"000913";"2012"
"1.015077";"000913";"2013"
"1.181921";"000913";"2014"
"1.931419";"000913";"2015"
"2.44405";"000913";"2016"
"2.659196";"000913";"2017"
"1.375165";"000913";"2018"
"1.492224";"000913";"2019"
"1.92018";"000915";"2009"
"3.217583";"000915";"2010"
"2.164136";"000915";"2011"
"2.403078";"000915";"2012"
"3.734348";"000915";"2013"
"2.63802";"000915";"2014"
"3.227631";"000915";"2015"
"3.265388";"000915";"2016"
"2.738922";"000915";"2017"
"1.387276";"000915";"2018"
"2.151056";"000915";"2019"
"1.163003";"000916";"2009"
"1.068434";"000916";"2010"
"0.912821";"000916";"2011"
"0.840195";"000916";"2012"
"0.898077";"000916";"2013"
"1.153719";"000916";"2014"
"1.284413";"000916";"2015"
"1.382708";"000917";"2009"
"1.407932";"000917";"2010"
"1.455544";"000917";"2011"
"1.301795";"000917";"2012"
"1.387574";"000917";"2013"
"1.656461";"000917";"2014"
"1.974638";"000917";"2015"
"1.284467";"000917";"2016"
"1.062315";"000917";"2017"
"0.949616";"000917";"2018"
"0.888977";"000917";"2019"
"1.106991";"000918";"2009"
"1.110735";"000918";"2010"
"1.015828";"000918";"2011"
"1.052775";"000918";"2012"
"0.970705";"000918";"2013"
"1.05082";"000918";"2014"
"1.238051";"000918";"2015"
"1.267626";"000918";"2016"
"1.268085";"000918";"2017"
"1.542393";"000918";"2018"
"1.3745560000000001";"000918";"2019"
"1.643066";"000919";"2009"
"1.630302";"000919";"2010"
"1.29138";"000919";"2011"
"1.171177";"000919";"2012"
"1.340894";"000919";"2013"
"1.61877";"000919";"2014"
"2.489459";"000919";"2015"
"1.974555";"000919";"2016"
"1.36278";"000919";"2017"
"0.977919";"000919";"2018"
"1.061047";"000919";"2019"
"2.292561";"000920";"2009"
"3.150233";"000920";"2010"
"1.880556";"000920";"2011"
"1.832218";"000920";"2012"
"2.002375";"000920";"2013"
"5.118692";"000920";"2014"
"6.417546";"000920";"2015"
"3.911168";"000920";"2016"
"2.701085";"000920";"2017"
"1.597361";"000920";"2018"
"1.706199";"000920";"2019"
"1.627633";"000921";"2009"
"1.246633";"000921";"2010"
"1.108777";"000921";"2011"
"1.165861";"000921";"2012"
"1.69593";"000921";"2013"
"1.368932";"000921";"2014"
"1.394268";"000921";"2015"
"1.298395";"000921";"2016"
"1.363999";"000921";"2017"
"1.052919";"000921";"2018"
"1.084167";"000921";"2019"
"4.210798";"000922";"2009"
"6.520681";"000922";"2010"
"4.181573";"000922";"2011"
"1.214381";"000922";"2012"
"1.380669";"000922";"2013"
"1.709007";"000922";"2014"
"2.079526";"000922";"2015"
"2.654818";"000922";"2016"
"1.94657";"000922";"2017"
"1.445597";"000922";"2018"
"1.441555";"000922";"2019"
"1.549021";"000923";"2009"
"1.503866";"000923";"2010"
"1.392079";"000923";"2011"
"1.306132";"000923";"2012"
"1.394234";"000923";"2013"
"1.958129";"000923";"2014"
"3.169021";"000923";"2015"
"4.075732";"000923";"2016"
"1.134458";"000923";"2017"
"1.012582";"000923";"2018"
"1.004691";"000923";"2019"
"1.658163";"000925";"2009"
"1.998411";"000925";"2010"
"1.254128";"000925";"2011"
"1.524087";"000925";"2012"
"1.804636";"000925";"2013"
"2.541246";"000925";"2014"
"2.601218";"000925";"2016"
"1.475824";"000925";"2017"
"1.100229";"000925";"2018"
"1.133571";"000925";"2019"
"1.357951";"000926";"2009"
"1.20087";"000926";"2010"
"0.917511";"000926";"2011"
"0.979999";"000926";"2012"
"0.895113";"000926";"2013"
"0.99029";"000926";"2014"
"1.022763";"000926";"2015"
"1.000753";"000926";"2016"
"0.973819";"000926";"2017"
"0.871766";"000926";"2018"
"0.88231";"000926";"2019"
"2.922123";"000927";"2009"
"2.0318";"000927";"2010"
"1.657923";"000927";"2011"
"1.471645";"000927";"2012"
"1.305355";"000927";"2013"
"2.322008";"000927";"2014"
"2.739424";"000927";"2015"
"2.672268";"000927";"2016"
"2.469628";"000927";"2017"
"2.086409";"000927";"2018"
"5.934906";"000927";"2019"
"1.288496";"000928";"2009"
"2.256472";"000928";"2010"
"2.021026";"000928";"2011"
"1.598067";"000928";"2012"
"1.926792";"000928";"2013"
"1.262007";"000928";"2014"
"1.4054";"000928";"2015"
"1.344272";"000928";"2016"
"1.152591";"000928";"2017"
"1.033715";"000928";"2018"
"1.030724";"000928";"2019"
"1.613173";"000929";"2009"
"1.920535";"000929";"2010"
"1.09809";"000929";"2011"
"1.128308";"000929";"2012"
"1.370739";"000929";"2013"
"1.539615";"000929";"2014"
"2.595922";"000929";"2016"
"1.723301";"000929";"2017"
"1.046562";"000929";"2018"
"1.143726";"000929";"2019"
"1.885343";"000930";"2009"
"1.774864";"000930";"2010"
"1.445604";"000930";"2011"
"1.226035";"000930";"2012"
"1.156385";"000930";"2013"
"1.663392";"000930";"2014"
"3.245004";"000930";"2015"
"3.070994";"000930";"2016"
"1.088074";"000930";"2018"
"1.05104";"000930";"2019"
"1.704459";"000931";"2009"
"1.676116";"000931";"2010"
"1.440352";"000931";"2011"
"1.526346";"000931";"2012"
"1.566315";"000931";"2013"
"2.471274";"000931";"2014"
"3.769043";"000931";"2015"
"2.462268";"000931";"2016"
"1.820605";"000931";"2017"
"1.876959";"000931";"2018"
"2.43951";"000931";"2019"
"1.022755";"000932";"2009"
"0.975645";"000932";"2010"
"0.970323";"000932";"2011"
"0.940328";"000932";"2012"
"0.918009";"000932";"2013"
"0.960632";"000932";"2014"
"0.988985";"000932";"2015"
"1.126536";"000932";"2016"
"1.131792";"000932";"2017"
"0.894126";"000932";"2018"
"0.851125";"000932";"2019"
"2.21661";"000933";"2009"
"1.824493";"000933";"2010"
"1.285744";"000933";"2011"
"1.09223";"000933";"2012"
"0.953692";"000933";"2013"
"1.01887";"000933";"2014"
"1.016882";"000933";"2015"
"1.055917";"000933";"2016"
"1.212388";"000933";"2017"
"0.995496";"000933";"2018"
"1.031961";"000933";"2019"
"2.396753";"000935";"2009"
"1.924618";"000935";"2010"
"1.075275";"000935";"2011"
"1.056692";"000935";"2012"
"0.99966";"000935";"2013"
"1.068465";"000935";"2014"
"1.215725";"000935";"2015"
"3.975955";"000935";"2016"
"2.237317";"000935";"2017"
"2.916398";"000935";"2018"
"2.726135";"000935";"2019"
"2.155722";"000936";"2009"
"2.286252";"000936";"2010"
"1.584725";"000936";"2011"
"1.346155";"000936";"2012"
"1.284196";"000936";"2013"
"1.634394";"000936";"2014"
"3.034525";"000936";"2015"
"1.354921";"000936";"2016"
"1.09775";"000936";"2017"
"1.035413";"000936";"2018"
"1.078639";"000936";"2019"
"2.222434";"000937";"2009"
"1.914069";"000937";"2010"
"1.406918";"000937";"2011"
"1.233781";"000937";"2012"
"0.978838";"000937";"2013"
"1.037103";"000937";"2014"
"0.957017";"000937";"2015"
"1.070381";"000937";"2016"
"0.995418";"000937";"2017"
"0.851594";"000937";"2018"
"0.819155";"000937";"2019"
"2.121315";"000938";"2009"
"2.056583";"000938";"2010"
"1.744173";"000938";"2011"
"1.36696";"000938";"2012"
"2.360042";"000938";"2013"
"1.836139";"000938";"2014"
"3.798695";"000938";"2015"
"1.174395";"000938";"2016"
"1.214482";"000938";"2017"
"1.061588";"000938";"2018"
"1.588193";"000938";"2019"
"1.28882";"000939";"2009"
"1.404239";"000939";"2010"
"1.723654";"000939";"2011"
"1.276827";"000939";"2012"
"1.225595";"000939";"2013"
"1.509646";"000939";"2014"
"1.265408";"000939";"2015"
"1.166615";"000939";"2016"
"1.093274";"000939";"2018"
"1.650603";"000948";"2009"
"1.544529";"000948";"2010"
"1.175638";"000948";"2011"
"1.078785";"000948";"2012"
"1.180412";"000948";"2013"
"1.690555";"000948";"2014"
"2.730245";"000948";"2015"
"2.109277";"000948";"2016"
"1.38487";"000948";"2017"
