"ts_code";"ann_date";"ann_type";"title";"pub_time";"src_url"
"000026.SZ";"2010";"年度报告";"2010年年度报告摘要";"2011-03-01 06:29:00";"http://static.cninfo.com.cn/finalpage/2011-03-01/59059808.PDF"
"000026.SZ";"2011";"年度报告";"2011年年度报告摘要";"2012-02-28 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-02-28/60593519.PDF"
"000026.SZ";"2012";"年度报告";"公司2012年度报告更正公告";"2013-03-05 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-03-05/62181939.PDF"
"000026.SZ";"2013";"年度报告";"2013年年度报告（更新后）";"2014-03-19 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-03-19/63692749.PDF"
"000026.SZ";"2014";"年度报告";"2014年年度报告";"2015-03-12 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-03-12/1200691459.PDF"
"000026.SZ";"2015";"年度报告";"2015年年度报告";"2016-03-10 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-03-10/1202032585.PDF"
"000026.SZ";"2016";"年度报告";"2016年年度报告";"2017-03-10 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-10/1203144755.PDF"
"000026.SZ";"2017";"年度报告";"2017年年度报告";"2018-03-10 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-03-10/1204467252.PDF"
"000026.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-03-15 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-03-15/1205899644.PDF"
"000026.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-03-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-20/1207385944.PDF"
"000027.SZ";"2009";"年度报告";"2009年年度报告摘要";"2010-04-16 06:30:00";"http://static.cninfo.com.cn/finalpage/2010-04-16/57818229.PDF"
"000027.SZ";"2010";"年度报告";"2010年年度报告";"2011-04-15 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-04-15/59270810.PDF"
"000027.SZ";"2011";"年度报告";"2011年年度报告摘要";"2012-04-16 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-04-16/60830220.PDF"
"000027.SZ";"2012";"年度报告";"2012年年度报告摘要";"2013-04-18 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-04-18/62377852.PDF"
"000027.SZ";"2013";"年度报告";"2013年年度报告摘要";"2014-03-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-03-28/63740203.PDF"
"000027.SZ";"2014";"年度报告";"2014年年度报告";"2015-03-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-03-27/1200748238.PDF"
"000027.SZ";"2015";"年度报告";"2015年年度报告";"2016-04-15 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-15/1202180339.PDF"
"000027.SZ";"2016";"年度报告";"2016年年度报告";"2017-04-08 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-08/1203263338.PDF"
"000027.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-04-13 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-13/1204623324.PDF"
"000027.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-04 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-04/1205993484.PDF"
"000027.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-30/1207679768.PDF"
"000028.SZ";"2009";"年度报告";"2009年年度报告摘要";"2010-03-23 06:30:00";"http://static.cninfo.com.cn/finalpage/2010-03-23/57717195.PDF"
"000028.SZ";"2010";"年度报告";"2010年年度报告";"2011-03-22 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-03-22/59153376.PDF"
"000028.SZ";"2011";"年度报告";"2011年年度报告摘要";"2012-03-16 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-03-16/60677602.PDF"
"000028.SZ";"2012";"年度报告";"2012年年度报告";"2013-03-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-03-21/62236363.PDF"
"000028.SZ";"2013";"年度报告";"2013年年度报告";"2014-03-22 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-03-22/63707504.PDF"
"000028.SZ";"2014";"年度报告";"2014年年度报告摘要";"2015-03-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-03-21/1200723932.PDF"
"000028.SZ";"2016";"年度报告";"2016年年度报告";"2017-04-19 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-19/1203322885.PDF"
"000028.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-03-22 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-03-22/1204501720.PDF"
"000028.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-25/1206085693.PDF"
"000028.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-22 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-22/1207547788.PDF"
"000029.SZ";"2009";"年度报告";"2009年年度报告";"2010-04-21 06:30:00";"http://static.cninfo.com.cn/finalpage/2010-04-21/57842815.PDF"
"000029.SZ";"2010";"年度报告";"2010年年度报告";"2011-04-29 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-04-29/59363786.PDF"
"000029.SZ";"2012";"年度报告";"2012年年度报告";"2013-03-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-03-30/62301878.PDF"
"000029.SZ";"2013";"年度报告";"2013年年度报告";"2014-03-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-03-29/63749824.PDF"
"000029.SZ";"2014";"年度报告";"2014年年度报告";"2015-03-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-03-28/1200754451.PDF"
"000029.SZ";"2015";"年度报告";"2015年年度报告";"2016-03-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-03-30/1202098119.PDF"
"000029.SZ";"2016";"年度报告";"2016年年度报告";"2017-03-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-30/1203223047.PDF"
"000029.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-03-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-03-29/1204532950.PDF"
"000029.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-03-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-03-29/1205954914.PDF"
"000029.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-03-14 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-14/1207371547.PDF"
"000030.SZ";"2009";"年度报告";"2009年年度报告摘要";"2010-04-30 06:30:00";"http://static.cninfo.com.cn/finalpage/2010-04-30/57898031.PDF"
"000030.SZ";"2012";"年度报告";"2012年年度报告";"2013-01-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-01-25/62065996.PDF"
"000030.SZ";"2013";"年度报告";"2013年年度报告";"2014-04-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-04-30/63952626.PDF"
"000030.SZ";"2014";"年度报告";"2014年年度报告";"2015-04-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-04-29/1200932666.PDF"
"000030.SZ";"2015";"年度报告";"2015年年度报告";"2016-04-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-21/1202211697.PDF"
"000030.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-28/1203410620.PDF"
"000030.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-26/1204789698.PDF"
"000030.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-30/1206158023.PDF"
"000030.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-23/1207555397.PDF"
"000031.SZ";"2009";"年度报告";"2009年年度报告";"2010-03-10 06:30:00";"http://static.cninfo.com.cn/finalpage/2010-03-10/57671435.PDF"
"000031.SZ";"2010";"年度报告";"2010年年度报告摘要";"2011-04-22 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-04-22/59313416.PDF"
"000031.SZ";"2011";"年度报告";"2011年年度报告";"2012-03-30 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-03-30/60761363.PDF"
"000031.SZ";"2012";"年度报告";"2012年年度报告";"2013-03-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-03-30/62303361.PDF"
"000031.SZ";"2013";"年度报告";"2013年年度报告摘要";"2014-04-12 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-04-12/63826943.PDF"
"000031.SZ";"2014";"年度报告";"2014年年度报告摘要";"2015-04-18 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-04-18/1200866426.PDF"
"000031.SZ";"2015";"年度报告";"2015年年度报告摘要";"2016-03-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-03-26/1202084606.PDF"
"000031.SZ";"2016";"年度报告";"2016年年度报告";"2017-03-18 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-18/1203174237.PDF"
"000031.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-04 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-04/1205993658.PDF"
"000031.SZ";"2019";"年度报告";"2019年年度报告";"2020-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-31/1207429802.PDF"
"000032.SZ";"2009";"年度报告";"2009年年度报告摘要";"2010-04-10 06:30:00";"http://static.cninfo.com.cn/finalpage/2010-04-10/57794697.PDF"
"000032.SZ";"2010";"年度报告";"2010年年度报告";"2011-04-23 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-04-23/59323298.PDF"
"000032.SZ";"2011";"年度报告";"2011年年度报告";"2012-04-21 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-04-21/60872773.PDF"
"000032.SZ";"2012";"年度报告";"2012年年度报告";"2013-04-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-04-27/62438525.PDF"
"000032.SZ";"2013";"年度报告";"2013年年度报告";"2014-04-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-04-29/63941824.PDF"
"000032.SZ";"2014";"年度报告";"2014年年度报告摘要";"2015-03-17 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-03-17/1200706105.PDF"
"000032.SZ";"2015";"年度报告";"2015年年度报告";"2016-04-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-21/1202211014.PDF"
"000032.SZ";"2016";"年度报告";"2016年年度报告";"2017-03-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-24/1203189653.PDF"
"000032.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-26/1204790042.PDF"
"000032.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-25/1206089248.PDF"
"000032.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-24/1207584490.PDF"
"000034.SZ";"2009";"年度报告";"2009年年度报告摘要";"2010-03-10 06:30:00";"http://static.cninfo.com.cn/finalpage/2010-03-10/57671198.PDF"
"000034.SZ";"2010";"年度报告";"2010年年度报告";"2011-02-28 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-02-28/59048991.PDF"
"000034.SZ";"2011";"年度报告";"2011年年度报告";"2012-02-29 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-02-29/60600822.PDF"
"000034.SZ";"2012";"年度报告";"2012年年度报告摘要";"2013-03-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-03-20/62232168.PDF"
"000034.SZ";"2013";"年度报告";"2013年年度报告";"2014-03-12 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-03-12/63663415.PDF"
"000034.SZ";"2014";"年度报告";"2014年年度报告";"2015-03-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-03-30/1200754922.PDF"
"000034.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-03-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-03-27/1205942670.PDF"
"000035.SZ";"2010";"年度报告";"2010年年度报告";"2011-04-27 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-04-27/59344271.PDF"
"000035.SZ";"2011";"年度报告";"2011年年度报告摘要";"2012-03-20 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-03-20/60693898.PDF"
"000035.SZ";"2012";"年度报告";"2012年年度报告摘要";"2013-04-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-04-27/62438781.PDF"
"000035.SZ";"2013";"年度报告";"2013年年度报告";"2014-03-12 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-03-12/63664551.PDF"
"000035.SZ";"2014";"年度报告";"2014年年度报告摘要";"2015-04-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-04-21/1200876281.PDF"
"000035.SZ";"2015";"年度报告";"2015年年度报告摘要";"2016-03-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-03-25/1202078518.PDF"
"000035.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-29/1206117003.PDF"
"000035.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-30/1207683372.PDF"
"000036.SZ";"2009";"年度报告";"2009年年度报告";"2010-04-15 06:30:00";"http://static.cninfo.com.cn/finalpage/2010-04-15/57813440.PDF"
"000036.SZ";"2010";"年度报告";"2010年年度报告摘要";"2011-04-27 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-04-27/59345193.PDF"
"000036.SZ";"2011";"年度报告";"2011年年度报告（已取消）";"2012-04-24 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-04-24/60888455.PDF"
"000036.SZ";"2012";"年度报告";"2012年年度报告";"2013-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-04-23/62406621.PDF"
"000036.SZ";"2013";"年度报告";"2013年年度报告";"2014-04-22 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-04-22/63886925.PDF"
"000036.SZ";"2014";"年度报告";"2014年年度报告摘要";"2015-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-04-28/1200921474.PDF"
"000036.SZ";"2015";"年度报告";"2015年年度报告摘要";"2016-04-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-27/1202251319.PDF"
"000036.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-28/1203411660.PDF"
"000036.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-04-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-27/1204803310.PDF"
"000036.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-30/1206163973.PDF"
"000036.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207640924.PDF"
"000037.SZ";"2010";"年度报告";"2010年年度报告摘要";"2011-04-15 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-04-15/59270820.PDF"
"000037.SZ";"2011";"年度报告";"2011年年度报告摘要";"2012-04-24 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-04-24/60890430.PDF"
"000037.SZ";"2013";"年度报告";"2013年年度报告摘要";"2014-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-04-25/63919259.PDF"
"000037.SZ";"2014";"年度报告";"2014年年度报告摘要";"2015-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-04-25/1200909332.PDF"
"000037.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-03-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-28/1203210364.PDF"
"000037.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-03-22 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-03-22/1204501841.PDF"
"000037.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-03-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-03-28/1205946337.PDF"
"000037.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-03-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-20/1207385558.PDF"
"000038.SZ";"2009";"年度报告";"2009年年度报告摘要";"2010-04-24 06:30:00";"http://static.cninfo.com.cn/finalpage/2010-04-24/57864036.PDF"
"000038.SZ";"2011";"年度报告";"2011年年度报告摘要";"2012-04-20 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-04-20/60863694.PDF"
"000038.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-23/1207559119.PDF"
"000039.SZ";"2009";"年度报告";"2009年年度报告";"2010-03-23 06:30:00";"http://static.cninfo.com.cn/finalpage/2010-03-23/57717393.PDF"
"000039.SZ";"2010";"年度报告";"2010年年度报告摘要";"2011-03-23 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-03-23/59159973.PDF"
"000039.SZ";"2011";"年度报告";"2011年年度报告";"2012-03-23 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-03-23/60712334.PDF"
"000039.SZ";"2012";"年度报告";"2012年年度报告摘要";"2013-03-22 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-03-22/62241515.PDF"
"000039.SZ";"2013";"年度报告";"2013年年度报告";"2014-03-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-03-26/63725220.PDF"
"000039.SZ";"2014";"年度报告";"2014年年度报告摘要";"2015-03-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-03-25/1200737136.PDF"
"000039.SZ";"2015";"年度报告";"2015年年度报告摘要";"2016-03-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-03-29/1202090780.PDF"
"000039.SZ";"2016";"年度报告";"2016年年度报告";"2017-03-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-28/1203211839.PDF"
"000039.SZ";"2017";"年度报告";"2017年年度报告";"2018-03-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-03-28/1204526486.PDF"
"000039.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-03-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-03-28/1205949465.PDF"
"000039.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-03-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-27/1207411175.PDF"
"000040.SZ";"2009";"年度报告";"2009年年度报告";"2010-03-24 06:31:00";"http://static.cninfo.com.cn/finalpage/2010-03-24/57722106.PDF"
"000040.SZ";"2011";"年度报告";"2011年年度报告摘要";"2012-04-07 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-04-07/60795528.PDF"
"000040.SZ";"2012";"年度报告";"2012年年度报告";"2013-03-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-03-30/62302785.PDF"
"000040.SZ";"2013";"年度报告";"2013年年度报告";"2014-03-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-03-29/63749549.PDF"
"000040.SZ";"2014";"年度报告";"2014年年度报告";"2015-03-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-03-30/1200756786.PDF"
"000040.SZ";"2015";"年度报告";"2015年年度报告";"2016-03-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-03-29/1202094467.PDF"
"000040.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-30/1206164100.PDF"
"000040.SZ";"2019";"年度报告";"2019年年度报告";"2020-05-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-05-30/1207878623.PDF"
"000042.SZ";"2009";"年度报告";"2009年年度报告";"2010-04-10 06:30:30";"http://static.cninfo.com.cn/finalpage/2010-04-10/57795000.PDF"
"000042.SZ";"2010";"年度报告";"2010年年度报告";"2011-04-13 06:30:00";"http://static.cninfo.com.cn/finalpage/2011-04-13/59259749.PDF"
"000042.SZ";"2011";"年度报告";"2011年年度报告";"2012-04-12 06:30:00";"http://static.cninfo.com.cn/finalpage/2012-04-12/60817475.PDF"
"000042.SZ";"2012";"年度报告";"2012年年度报告";"2013-04-13 00:00:00";"http://static.cninfo.com.cn/finalpage/2013-04-13/62357632.PDF"
"000042.SZ";"2013";"年度报告";"2013年年度报告";"2014-03-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-03-28/63739320.PDF"
